,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
10,2019-1502485,2019-01-24,1,Vente,675000.0,36.0,,RUE DE TURIN,9510,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CD0043,,,10,67.77,,,,,,,,,1,2.0,Appartement,64.0,3.0,,,,,,2.324644,48.882453
11,2019-1502491,2019-01-11,1,Vente,545000.0,17.0,,PL DAUPHINE,2594,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AL0020,,,18,30.38,,,,,,,,,1,2.0,Appartement,29.0,2.0,,,,,,2.342125,48.856426
12,2019-1502493,2019-01-10,1,Vente,820000.0,48.0,,RUE DE BASSANO,0703,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AS0045,,,13,77.2,,,,,,,,,1,2.0,Appartement,78.0,3.0,,,,,,2.299523,48.870675
13,2019-1502497,2019-01-21,1,Vente,312200.0,10.0,,RUE DE LISBONNE,5708,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CH0061,,,40,30.05,,,,,,,,,1,2.0,Appartement,31.0,2.0,,,,,,2.316915,48.878124
14,2019-1502501,2019-01-03,1,Vente,270750.0,29.0,,RUE SAINT ROCH,8740,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AZ0064,,,3,23.08,,,,,,,,,1,2.0,Appartement,24.0,1.0,,,,,,2.332422,48.865857
15,2019-1502504,2019-01-10,1,Vente,203000.0,3.0,,RUE DE DURAS,3033,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BN0052,,,32,12.86,,,,,,,,,1,2.0,Appartement,12.0,1.0,,,,,,2.31754,48.87088
16,2019-1502506,2019-01-18,1,Vente,65000.0,9.0,,RUE BAYARD,0746,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AK0021,,,27,7.97,,,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,2.307482,48.865696
17,2019-1502512,2019-01-03,1,Vente,353000.0,155.0,,RUE DU FAUBOURG SAINT HONORE,3518,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BD0012,,,124,30.6,,,,,,,,,1,2.0,Appartement,33.0,1.0,,,,,,2.306669,48.874195
18,2019-1502513,2019-01-24,1,Vente,190000.0,10.0,,RUE DU JOUR,5033,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AR0118,,,48,20.1,,,,,,,,,1,2.0,Appartement,6.0,1.0,,,,,,2.345291,48.863929
19,2019-1502522,2019-01-07,1,Vente,425000.0,38.0,,RUE CHAPON,1771,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AV0043,,,4,30.0,,,,,,,,,1,2.0,Appartement,30.0,2.0,,,,,,2.354747,48.863879
20,2019-1502527,2019-01-18,1,Vente,159000.0,54.0,,RUE DE ROME,8339,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BZ0008,,,29,9.56,,,,,,,,,1,2.0,Appartement,12.0,1.0,,,,,,2.322122,48.879648
21,2019-1502529,2019-01-10,1,Vente,3000000.0,58.0,,BD DE SEBASTOPOL,8894,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AU0003,,,28,,,,,,,,,,1,2.0,Appartement,43.0,2.0,,,,,,2.351171,48.86319
22,2019-1502533,2019-01-24,1,Vente,1740000.0,33.0,,RUE DE MOSCOU,6573,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CE0075,,,16,144.35,,,,,,,,,1,2.0,Appartement,142.0,6.0,,,,,,2.323063,48.881324
23,2019-1502534,2019-01-18,1,Vente,253800.0,341.0,,RUE SAINT MARTIN,8694,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0119,,,50,31.58,,,,,,,,,1,2.0,Appartement,31.0,1.0,,,,,,2.354681,48.86825
24,2019-1502537,2019-01-21,1,Vente,724500.0,5.0,,RUE DEBELLEYME,2616,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AL0019,,,92,,,,,,,,,,1,2.0,Appartement,44.0,2.0,,,,,,2.36367,48.860397
25,2019-1502542,2019-01-15,1,Vente,455000.0,57.0,,RUE CHARLOT,1880,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AH0075,,,104,32.77,,,,,,,,,1,2.0,Appartement,33.0,1.0,,,,,,2.362937,48.863572
26,2019-1502543,2019-01-29,1,Vente,300000.0,148.0,,RUE SAINT HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AS0072,,,5,24.65,,,,,,,,,1,2.0,Appartement,27.0,1.0,,,,,,2.340441,48.86202
27,2019-1502554,2019-01-15,1,Vente,1050000.0,320.0,,RUE SAINT HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AY0061,,,21,,,,,,,,,,1,2.0,Appartement,37.0,2.0,,,,,,2.331474,48.865577
28,2019-1502559,2019-01-24,1,Vente,1160000.0,9.0,,RUE DE L ISLY,4748,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BU0041,,,8,96.0,,,,,,,,,1,2.0,Appartement,98.0,4.0,,,,,,2.325592,48.874606
29,2019-1502561,2019-01-31,1,Vente,590000.0,77.0,,RUE CHARLOT,1880,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AH0022,,,128,56.5,,,,,,,,,1,2.0,Appartement,60.0,3.0,,,,,,2.364021,48.864435
30,2019-1502562,2019-01-25,1,Vente,1071100.0,1.0,,IMP SAINT CLAUDE,8519,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AL0070,,,25,56.81,,,,,,,,,1,2.0,Appartement,57.0,2.0,,,,,,2.365592,48.860274
31,2019-1502563,2019-02-04,1,Vente,274000.0,15.0,,RUE DU VERTBOIS,9711,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AF0142,,,12,22.01,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.358324,48.866849
32,2019-1502565,2019-01-17,1,Vente,480000.0,10.0,B,RUE PAUL BAUDRY,7119,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BG0040,,,22,,,,,,,,,,1,2.0,Appartement,47.0,2.0,,,,,,2.307635,48.872288
33,2019-1502570,2019-01-08,1,Vente,340000.0,15.0,,AV HOCHE,4645,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BC0006,,,39,28.14,,,,,,,,,1,2.0,Appartement,29.0,2.0,,,,,,2.303313,48.876718
34,2019-1502572,2019-02-01,1,Vente,274285.0,15.0,,RUE MOLIERE,6407,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AW0064,,,14,22.65,,,,,,,,,1,2.0,Appartement,20.0,2.0,,,,,,2.335753,48.865314
35,2019-1502574,2019-01-25,1,Vente,4100000.0,18.0,,AV MATIGNON,6178,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BJ0021,,,40,,,,,,,,,,1,2.0,Appartement,75.0,2.0,,,,,,2.31397,48.87091
36,2019-1502578,2019-01-21,1,Vente,4525500.0,5.0,,RUE DEBELLEYME,2616,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AL0019,,,92,213.73,,,,,,,,,1,2.0,Appartement,149.0,5.0,,,,,,2.36367,48.860397
37,2019-1502586,2019-01-31,1,Vente,415000.0,6.0,,PL SAINTE OPPORTUNE,8589,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AO0052,,,6,44.9,,,,,,,,,1,2.0,Appartement,49.0,2.0,,,,,,2.347505,48.859539
38,2019-1502595,2019-01-11,1,Vente,360000.0,28.0,B,RUE DE RICHELIEU,8212,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AV0094,,,35,,,,,,,,,,1,2.0,Appartement,72.0,3.0,,,,,,2.336869,48.86532
39,2019-1502596,2019-01-15,1,Vente,193000.0,16.0,,RUE MESLAY,6286,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AF0016,,,58,22.0,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.36122,48.867704
40,2019-1502603,2019-01-25,1,Vente,230000.0,23.0,,RUE DE RICHELIEU,8212,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AX0056,,,54,14.82,,,,,,,,,1,2.0,Appartement,35.0,2.0,,,,,,2.33597,48.864847
41,2019-1502611,2019-01-14,1,Vente,174000.0,65.0,,RUE D AMSTERDAM,0300,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CD0072,,,102,11.88,,,,,,,,,1,2.0,Appartement,9.0,1.0,,,,,,2.326363,48.881194
42,2019-1502613,2019-02-01,1,Vente,572675.0,1.0,,RUE DU GENERAL FOY,4041,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CI0054,,,3,60.87,,,,,,,,,1,2.0,Appartement,39.0,2.0,,,,,,2.318566,48.8769
43,2019-1502616,2019-02-06,1,Vente,129500.0,5.0,,RUE SAINTE ANASTASE,8531,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AM0013,,,20,7.81,,,,,,,,,1,2.0,Appartement,7.0,1.0,,,,,,2.363957,48.859395
44,2019-1502617,2019-01-28,1,Vente,130000.0,29.0,,RUE DE LA FERRONNERIE,3621,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AO0088,,,35,11.97,,,,,,,,,1,2.0,Appartement,14.0,1.0,,,,,,2.346907,48.860081
45,2019-1502619,2019-01-25,1,Vente,280000.0,147.0,,RUE DU TEMPLE,9191,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AE0168,,,18,40.26,,,,,,,,,1,2.0,Appartement,38.0,3.0,,,,,,2.358455,48.864069
46,2019-1502621,2019-01-29,1,Vente,120000.0,6.0,,RUE PIERRE LE GRAND,7447,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AY0027,,,30,9.12,,,,,,,,,1,2.0,Appartement,15.0,1.0,,,,,,2.301569,48.878284
47,2019-1502623,2019-01-29,1,Vente,250000.0,66.0,,RUE DE ROME,8339,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CE0018,,,17,21.02,,,,,,,,,1,2.0,Appartement,28.0,1.0,,,,,,2.32172,48.880423
48,2019-1502626,2019-02-06,1,Vente,370000.0,19.0,,AV HOCHE,4645,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BC0004,,,13,27.41,,,,,,,,,1,2.0,Appartement,30.0,1.0,,,,,,2.302924,48.876617
49,2019-1502639,2019-02-08,1,Vente,270000.0,11.0,B,RUE SAINTE ANNE,8534,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AW0081,,,17,18.19,,,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,2.335313,48.866199
50,2019-1502642,2019-01-24,1,Vente,6000.0,76.0,,RUE DE MONCEAU,6419,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CG0092,,,3,,,,,,,,,,1,2.0,Appartement,171.0,6.0,,,,,,2.315742,48.879862
51,2019-1502645,2019-02-07,1,Vente,291400.0,156.0,,RUE DU TEMPLE,9191,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AI0002,,,9,29.59,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.359558,48.864481
52,2019-1502647,2019-01-15,1,Vente,257000.0,8.0,,RUE DU ROCHER,8291,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BV0017,,,32,20.64,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.323241,48.875981
53,2019-1502648,2019-01-21,1,Vente,235100.0,21.0,,RUE DES GRAVILLIERS,4302,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AS0011,,,312,,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.356857,48.863613
54,2019-1502651,2019-01-24,1,Vente,240000.0,3.0,,RUE ROBERT ESTIENNE,8256,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AQ0009,,,2,23.8,,,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,2.305181,48.868965
55,2019-1502653,2019-01-31,1,Vente,1070000.0,38.0,,RUE DE TURIN,9510,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CD0044,,,4,102.01,,,,,,,,,1,2.0,Appartement,100.0,3.0,,,,,,2.324618,48.882577
56,2019-1502654,2019-01-24,1,Vente,120000.0,24.0,,RUE DE SAINT PETERSBOURG,8724,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CD0071,,,17,12.47,,,,,,,,,1,2.0,Appartement,13.0,1.0,,,,,,2.325764,48.881334
57,2019-1502655,2019-01-30,1,Vente,606000.0,347.0,,RUE SAINT MARTIN,8694,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0124,,,8,53.64,,,,,,,,,1,2.0,Appartement,56.0,3.0,,,,,,2.354762,48.868367
58,2019-1502657,2019-02-14,1,Vente,729450.0,52.0,,RUE LA BOETIE,5194,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CK0035,,,22,57.4,,,,,,,,,1,2.0,Appartement,57.0,3.0,,,,,,2.31296,48.873634
59,2019-1502658,2019-02-04,1,Vente,480000.0,44.0,,RUE NOTRE DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0065,,,36,41.57,,,,,,,,,1,2.0,Appartement,34.0,2.0,,,,,,2.358185,48.86769
60,2019-1502659,2019-02-04,1,Vente,445000.0,31.0,T,RUE DES TOURNELLES,9382,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AN0085,,,18,33.1,,,,,,,,,1,2.0,Appartement,33.0,2.0,,,,,,2.367066,48.856285
61,2019-1502660,2019-02-01,1,Vente,415000.0,8.0,,RUE DU FOIN,3698,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AN0075,,,40,38.53,,,,,,,,,1,2.0,Appartement,37.0,2.0,,,,,,2.364992,48.857183
62,2019-1502666,2019-02-14,1,Vente,245280.0,21.0,,RUE AU MAIRE,5927,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AE0110,,,13,21.93,,,,,,,,,1,2.0,Appartement,25.0,2.0,,,,,,2.356259,48.864487
63,2019-1502676,2019-01-28,1,Vente,1174900.0,80.0,,RUE DES ARCHIVES,0420,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AI0063,,,13,81.75,,,,,,,,,1,2.0,Appartement,80.0,3.0,,,,,,2.360513,48.862838
64,2019-1502682,2019-02-13,2,Vente,20000.0,2.0,,RUE DE MIROMESNIL,6387,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BM0014,,,34,,,,,,,,,,1,2.0,Appartement,193.0,5.0,,,,,,2.316403,48.871548
65,2019-1502684,2019-02-12,1,Vente,370000.0,11.0,,RUE CHATEAUBRIAND,1914,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AU0013,,,511,33.66,,,,,,,,,1,2.0,Appartement,34.0,2.0,,,,,,2.301926,48.873003
66,2019-1502685,2019-02-06,1,Vente,207160.0,8.0,,RUE DE SAINT PETERSBOURG,8724,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BZ0051,,,14,22.34,,,,,,,,,1,2.0,Appartement,24.0,1.0,,,,,,2.324573,48.88003
67,2019-1502691,2019-01-25,1,Vente,765000.0,170.0,,RUE DU TEMPLE,9191,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AG0110,,,149,61.27,,,,,,,,,1,2.0,Appartement,61.0,2.0,,,,,,2.361632,48.865995
68,2019-1502692,2019-02-13,1,Vente,360000.0,30.0,,RUE DE LISBONNE,5708,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CH0009,,,18,32.81,,,,,,,,,1,2.0,Appartement,32.0,1.0,,,,,,2.313666,48.877947
69,2019-1502698,2019-02-15,1,Vente,393000.0,46.0,,RUE DES LOMBARDS,5738,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AO0027,,,10,36.04,,,,,,,,,1,2.0,Appartement,36.0,1.0,,,,,,2.348449,48.859804
70,2019-1502701,2019-01-31,1,Vente,300000.0,23.0,,RUE DE POITOU,7572,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AQ0074,,,15,25.18,,,,,,,,,1,2.0,Appartement,32.0,2.0,,,,,,2.362593,48.86145
71,2019-1502702,2019-01-28,1,Vente,448000.0,3.0,,RUE DE LA BIENFAISANCE,0960,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BW0006,,,139,48.9,,,,,,,,,1,2.0,Appartement,47.0,3.0,,,,,,2.320998,48.876646
72,2019-1502718,2019-02-05,1,Vente,751440.0,9.0,,RUE BAYARD,0746,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AK0021,,,70,39.34,,,,,,,,,1,2.0,Appartement,50.0,2.0,,,,,,2.307482,48.865696
73,2019-1502720,2019-02-15,1,Vente,300000.0,16.0,,RUE BARBETTE,0666,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AP0029,,,12,42.84,,,,,,,,,1,2.0,Appartement,45.0,2.0,,,,,,2.360423,48.859217
74,2019-1502724,2019-02-01,1,Vente,938773.06,3.0,,RUE ROBERT ESTIENNE,8256,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AQ0009,,,23,,,,,,,,,,1,2.0,Appartement,65.0,2.0,,,,,,2.305181,48.868965
75,2019-1502725,2019-02-01,1,Vente,880582.3,5.0,,RUE ROBERT ESTIENNE,8256,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AQ0010,,,23,,,,,,,,,,1,2.0,Appartement,53.0,2.0,,,,,,2.305318,48.868833
76,2019-1502729,2019-02-14,1,Vente,2000.0,6.0,,RUE CHARLES-FRANCOIS DUPUIS,3015,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AG0036,,,59,,,,,,,,,,1,2.0,Appartement,41.0,2.0,,,,,,2.363282,48.865119
77,2019-1502734,2019-01-29,1,Vente,550000.0,2.0,,RUE DUPETIT THOUARS,2997,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AG0037,,,13,44.28,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,2.362996,48.864962
78,2019-1502736,2019-02-08,1,Vente,23750.0,10.0,,RUE DE MONCEAU,6419,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BD0026,,,61,,,,,,,,,,1,2.0,Appartement,29.0,1.0,,,,,,2.307098,48.875459
79,2019-1502743,2019-01-31,1,Vente,420000.0,5.0,,RUE DE BEAUCE,0761,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AI0063,,,60,,,,,,,,,,1,2.0,Appartement,47.0,2.0,,,,,,2.360513,48.862838
80,2019-1502746,2019-02-12,1,Vente,280000.0,28.0,,RUE CHAPON,1771,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AS0041,,,71,,,,,,,,,,1,2.0,Appartement,20.0,1.0,,,,,,2.355459,48.863778
81,2019-1502751,2019-02-13,1,Vente,1550000.0,12.0,,RUE BEAUJON,0779,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AW0014,,,47,,,,,,,,,,1,2.0,Appartement,137.0,5.0,,,,,,2.301672,48.875086
82,2019-1502753,2019-02-28,1,Vente,40000.0,2.0,,RUE DE BEAUCE,0761,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AI0092,,,93,,,,,,,,,,1,2.0,Appartement,105.0,5.0,,,,,,2.36094,48.862446
83,2019-1502760,2019-02-28,1,Vente,360000.0,8.0,,RUE DES FILLES DU CALVAIRE,3643,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AK0011,,,18,31.92,,,,,,,,,1,2.0,Appartement,35.0,2.0,,,,,,2.365539,48.862243
84,2019-1502764,2019-02-12,1,Vente,585000.0,48.0,,RUE DE TURENNE,9506,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AN0025,,,7,50.67,,,,,,,,,1,2.0,Appartement,59.0,2.0,,,,,,2.364704,48.857997
85,2019-1502765,2019-02-18,1,Vente,1875000.0,38.0,,RUE FRANCOIS 1ER,3814,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AQ0018,,,15,,,,,,,,,,1,2.0,Appartement,116.0,4.0,,,,,,2.304819,48.868369
86,2019-1502767,2019-02-08,1,Vente,750000.0,11.0,,RUE CHATEAUBRIAND,1914,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AU0013,,,405,50.01,,,,,,,,,1,2.0,Appartement,49.0,2.0,,,,,,2.301926,48.873003
87,2019-1502777,2019-02-26,1,Vente,950440.0,30.0,,RUE CHAPON,1771,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AS0042,,,33,,,,,,,,,,1,2.0,Appartement,25.0,2.0,,,,,,2.355355,48.863862
88,2019-1502778,2019-02-15,1,Vente,1200000.0,4.0,,RUE PORTEFOIN,7729,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AI0018,,,20,89.57,,,,,,,,,1,2.0,Appartement,87.0,3.0,,,,,,2.360569,48.863553
89,2019-1502780,2019-02-15,1,Vente,415000.0,181.0,,RUE SAINT MARTIN,8694,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AU0064,,,4,31.67,,,,,,,,,1,2.0,Appartement,32.0,1.0,,,,,,2.351996,48.862858
90,2019-1502783,2019-02-20,1,Vente,668270.0,20.0,,RUE CROIX DES PETITS CHAMPS,2453,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AR0058,,,83,53.42,,,,,,,,,1,2.0,Appartement,69.0,2.0,,,,,,2.340328,48.863699
91,2019-1502785,2019-02-04,1,Vente,150000.0,151.0,,RUE DU TEMPLE,9191,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AE0050,,,54,,,,,,,,,,1,2.0,Appartement,26.0,2.0,,,,,,2.358652,48.864251
92,2019-1502787,2019-02-13,1,Vente,250000.0,75.0,,RUE SAINT HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AT0085,,,6,25.2,,,,,,,,,1,2.0,Appartement,27.0,1.0,,,,,,2.344096,48.861015
93,2019-1502789,2019-02-28,1,Vente,377000.0,56.0,,RUE DE RICHELIEU,8212,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AV0063,,,63,24.54,,,,,,,,,1,2.0,Appartement,22.0,2.0,,,,,,2.337476,48.866524
94,2019-1502790,2019-02-18,1,Vente,280000.0,21.0,,RUE DE TEHERAN,9185,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CM0037,,,36,24.0,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.312267,48.87787
95,2019-1502791,2019-02-25,1,Vente,377530.0,15.0,,RUE MICHEL LE COMTE,6336,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AT0036,,,20,27.04,,,,,,,,,1,2.0,Appartement,46.0,4.0,,,,,,2.355884,48.862155
96,2019-1502792,2019-03-01,1,Vente,480000.0,8.0,,RUE DE SAINTONGE,8716,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AQ0070,,,40,41.51,,,,,,,,,1,2.0,Appartement,50.0,3.0,,,,,,2.362303,48.861124
97,2019-1502794,2019-03-01,1,Vente,517000.0,47.0,,RUE D AMSTERDAM,0300,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BZ0029,,,13,43.1,,,,,,,,,1,2.0,Appartement,46.0,2.0,,,,,,2.326816,48.879851
98,2019-1502796,2019-02-25,1,Vente,380000.0,9.0,,RUE DU PONT AUX CHOUX,7605,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AL0053,,,32,35.89,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,2.366311,48.860877
99,2019-1502801,2019-02-22,1,Vente,230000.0,9.0,,RUE DES MOULINS,6603,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AW0012,,,5,17.18,,,,,,,,,1,2.0,Appartement,19.0,1.0,,,,,,2.335036,48.867077
100,2019-1502802,2019-02-13,1,Vente,560000.0,189.0,,RUE DU TEMPLE,9191,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AF0114,,,20,53.26,,,,,,,,,1,2.0,Appartement,53.0,3.0,,,,,,2.360137,48.865859
101,2019-1502806,2019-02-13,1,Vente,140000.0,59.0,,RUE SAINT DENIS,8525,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AP0018,,,12,22.85,,,,,,,,,1,2.0,Appartement,25.0,1.0,,,,,,2.348661,48.861264
