,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
10,2018-743625,2018-07-12,1,Vente,754000.0,55.0,,RUE DES ARCHIVES,420,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AR0004,,,137,65.54,,,,,,,,,1,2.0,Appartement,62.0,2.0,,,,,,2.358298,48.861636
11,2018-743628,2018-07-12,1,Vente,260500.0,50.0,,RUE NOTRE DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0063,,,22,15.34,,,,,,,,,1,2.0,Appartement,25.0,1.0,,,,,,2.357892,48.867749
12,2018-743629,2018-07-06,1,Vente,600000.0,3.0,,RUE SAINTE APOLLINE,8538,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0129,,,30,60.06,,,,,,,,,1,2.0,Appartement,59.0,2.0,,,,,,2.355071,48.86863
13,2018-743630,2018-07-05,1,Vente,1139200.0,30.0,,RUE NOTRE DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AF0063,,,6,92.71,,,,,,,,,1,2.0,Appartement,91.0,3.0,,,,,,2.359542,48.867492
14,2018-743635,2018-07-16,1,Vente,569000.0,76.0,,RUE RAMBUTEAU,8009,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AQ0135,,,4,50.37,,,,,,,,,1,2.0,Appartement,46.0,3.0,,,,,,2.34928,48.86228
15,2018-743637,2018-07-11,1,Vente,550000.0,14.0,,RUE ELZEVIR,3196,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AO0048,,,1105,36.19,,,,,,,,,1,2.0,Appartement,26.0,1.0,,,,,,2.362311,48.858615
16,2018-743640,2018-07-02,1,Vente,820000.0,78.0,,RUE NOTRE DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0111,,,8,70.03,,,,,,,,,1,2.0,Appartement,67.0,3.0,,,,,,2.354681,48.86807
17,2018-743643,2018-07-13,1,Vente,1981150.0,164.0,,RUE DU FAUBOURG SAINT HONORE,3518,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BE0017,,,24,172.18,,,,,,,,,1,2.0,Appartement,165.0,4.0,,,,,,2.309351,48.873827
18,2018-743647,2018-07-04,1,Vente,240000.0,48.0,,RUE DE LA BIENFAISANCE,960,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CI0117,,,4,25.4,,,,,,,,,1,2.0,Appartement,25.0,1.0,,,,,,2.314472,48.876844
19,2018-743648,2018-07-03,1,Vente,150000.0,91.0,,RUE QUINCAMPOIX,7970,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AU0021,,,5,,,,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,2.351081,48.862614
20,2018-743652,2018-07-12,1,Vente,211215.0,15.0,,RUE JEAN JACQUES ROUSSEAU,4901,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AS0012,,,54,20.63,,,,,,,,,1,2.0,Appartement,24.0,1.0,,,,,,2.340218,48.862656
21,2018-743653,2018-07-05,1,Vente,279010.0,1.0,B,RUE JEAN MERMOZ,4921,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BH0046,,,111,21.05,,,,,,,,,1,2.0,Appartement,21.0,1.0,,,,,,2.310473,48.870036
22,2018-743657,2018-07-12,1,Vente,386450.0,23.0,,RUE BAYARD,746,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AM0008,,,8,23.46,,,,,,,,,1,2.0,Appartement,26.0,1.0,,,,,,2.307452,48.867033
23,2018-743658,2018-07-04,1,Vente,130000.0,133.0,,RUE VIEILLE DU TEMPLE,9783,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AK0064,,,21,15.7,,,,,,,,,1,2.0,Appartement,16.0,1.0,,,,,,2.36381,48.86174
24,2018-743666,2018-07-16,1,Vente,140000.0,5.0,,RUE DES PYRAMIDES,7902,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AX0012,,,57,7.1,,,,,,,,,1,2.0,Appartement,17.0,1.0,,,,,,2.332345,48.864465
25,2018-743667,2018-07-12,1,Vente,492000.0,3.0,,RUE ETIENNE MARCEL,3392,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AQ0117,,,5,50.15,,,,,,,,,1,2.0,Appartement,53.0,2.0,,,,,,2.350362,48.863311
26,2018-743668,2018-07-05,1,Vente,299950.0,324.0,,RUE SAINT MARTIN,8694,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0045,,,21,28.52,,,,,,,,,1,2.0,Appartement,28.0,2.0,,,,,,2.355539,48.868228
27,2018-743671,2018-07-11,1,Vente,425000.0,2.0,,RUE SAINT HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AO0001,,,100264,33.49,,,,,,,,,1,2.0,Appartement,34.0,1.0,,,,,,2.345729,48.860977
28,2018-743673,2018-07-13,1,Vente,100000.0,5.0,,RUE JEAN JACQUES ROUSSEAU,4901,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AS0017,,,33,9.15,,,,,,,,,1,2.0,Appartement,9.0,1.0,,,,,,2.339872,48.862374
29,2018-743682,2018-07-03,1,Vente,346300.0,19.0,,AV HOCHE,4645,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BC0004,,,10,30.06,,,,,,,,,1,2.0,Appartement,29.0,1.0,,,,,,2.302924,48.876617
30,2018-743683,2018-07-05,1,Vente,1150000.0,5.0,,RUE PELOUZE,7231,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CF0015,,,7,112.65,,,,,,,,,1,2.0,Appartement,115.0,6.0,,,,,,2.318528,48.880934
31,2018-743688,2018-07-11,1,Vente,170000.0,9.0,,RUE VOLTA,9905,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AE0142,,,5,13.37,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.356779,48.865044
32,2018-743690,2018-07-13,1,Vente,928935.0,16.0,,RUE CLAPEYRON,2067,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CD0006,,,7,81.05,,,,,,,,,1,2.0,Appartement,83.0,4.0,,,,,,2.323998,48.88215
33,2018-743693,2018-07-12,1,Vente,500.0,12.0,,RUE PELOUZE,7231,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CF0004,,,19,,,,,,,,,,1,2.0,Appartement,54.0,3.0,,,,,,2.317791,48.881157
34,2018-743695,2018-07-02,1,Vente,1800000.0,29.0,,BD MALESHERBES,5951,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BM0057,,,14,148.0,,,,,,,,,1,2.0,Appartement,150.0,5.0,,,,,,2.320787,48.872583
35,2018-743696,2018-07-19,1,Vente,156000.0,185.0,,RUE DU TEMPLE,9191,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AF0118,,,3,12.52,,,,,,,,,1,2.0,Appartement,14.0,1.0,,,,,,2.36013,48.865591
36,2018-743701,2018-07-20,1,Vente,220800.0,103.0,,BD MALESHERBES,5951,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CM0030,,,17,,,,,,,,,,1,2.0,Appartement,15.0,1.0,,,,,,2.31374,48.879425
37,2018-743703,2018-07-12,1,Vente,2361500.0,217.0,,RUE DU FAUBOURG SAINT HONORE,3518,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AX0115,,,105,215.14,,,,,,,,,1,2.0,Appartement,214.0,6.0,,,,,,2.300376,48.876606
38,2018-743708,2018-07-06,1,Vente,500000.0,56.0,,RUE CHAPON,1771,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AV0028,,,505,47.7,,,,,,,,,1,2.0,Appartement,30.0,2.0,,,,,,2.353785,48.864262
39,2018-743709,2018-07-06,1,Vente,403570.0,34.0,,RUE COQUILLIERE,2318,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AR0037,,,15,34.6,,,,,,,,,1,2.0,Appartement,35.0,2.0,,,,,,2.341571,48.864387
40,2018-743717,2018-07-17,1,Vente,754545.44,15.0,,RUE ETIENNE MARCEL,3392,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AQ0111,,,6,83.41,,,,,,,,,1,2.0,Appartement,85.0,3.0,,,,,,2.349338,48.863651
41,2018-743718,2018-07-27,1,Vente,305900.0,3.0,,RUE BALZAC,652,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AV0044,,,74,24.37,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.300045,48.873495
42,2018-743719,2018-07-13,1,Vente,700000.0,6.0,,RUE DE VEZELAY,9723,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CH0031,,,11,64.9,,,,,,,,,1,2.0,Appartement,65.0,3.0,,,,,,2.314762,48.878125
43,2018-743721,2018-07-20,1,Vente,630000.0,77.0,,RUE CHARLOT,1880,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AH0022,,,134,45.89,,,,,,,,,1,2.0,Appartement,50.0,2.0,,,,,,2.364021,48.864435
44,2018-743722,2018-07-10,1,Vente,270000.0,51.0,,RUE NOTRE DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0085,,,11,22.3,,,,,,,,,1,2.0,Appartement,23.0,1.0,,,,,,2.356795,48.86752
45,2018-743725,2018-07-17,1,Vente,280000.0,10.0,,RUE DES GRAVILLIERS,4302,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AE0079,,,114,22.92,,,,,,,,,1,2.0,Appartement,26.0,1.0,,,,,,2.357878,48.863657
46,2018-743727,2018-07-09,1,Vente,652600.0,23.0,,RUE DE WASHINGTON,9942,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AU0037,,,4,48.65,,,,,,,,,1,2.0,Appartement,50.0,2.0,,,,,,2.302997,48.873344
47,2018-743728,2018-07-19,1,Vente,64000.0,32.0,,RUE MESLAY,6286,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AF0002,,,51,,,,,,,,,,1,2.0,Appartement,9.0,1.0,,,,,,2.359149,48.868113
48,2018-743729,2018-07-25,1,Vente,311250.0,12.0,,CITE DUPETIT THOUARS,2996,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AG0069,,,5,22.18,,,,,,,,,1,2.0,Appartement,25.0,1.0,,,,,,2.362681,48.866103
49,2018-743735,2018-07-20,1,Vente,1280000.0,44.0,,RUE DE MONTMORENCY,6517,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AV0079,,,35,105.96,,,,,,,,,1,2.0,Appartement,72.0,2.0,,,,,,2.353499,48.863803
50,2018-743736,2018-07-24,1,Vente,341000.0,48.0,,RUE DES FRANCS BOURGEOIS,3820,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AP0041,,,4,37.11,,,,,,,,,1,2.0,Appartement,38.0,2.0,,,,,,2.358631,48.859078
51,2018-743738,2018-07-13,1,Vente,4100000.0,60.0,,RUE DE TURENNE,9506,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AM0112,,,110,,,,,,,,,,1,2.0,Appartement,199.0,4.0,,,,,,2.364953,48.859061
52,2018-743749,2018-07-11,1,Vente,420000.0,75.0,,RUE SAINT HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AT0085,,,13,40.07,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,2.344096,48.861015
53,2018-743751,2018-07-27,1,Vente,272380.0,191.0,,RUE SAINT HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AX0011,,,82,,,,,,,,,,1,2.0,Appartement,23.0,2.0,,,,,,2.332125,48.864553
54,2018-743754,2018-07-05,1,Vente,135000.0,84.0,,RUE DE MONCEAU,6419,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CG0077,,,22,12.9,,,,,,,,,1,2.0,Appartement,150.0,6.0,,,,,,2.316285,48.880128
55,2018-743755,2018-07-11,1,Vente,438000.0,7.0,,RUE DU CYGNE,2502,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AQ0163,,,103,47.66,,,,,,,,,1,2.0,Appartement,50.0,1.0,,,,,,2.349102,48.863161
56,2018-743759,2018-07-11,1,Vente,152000.0,20.0,,RUE DU LOUVRE,5825,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AT0168,,,27,29.31,,,,,,,,,1,2.0,Appartement,35.0,1.0,,,,,,2.341374,48.861483
57,2018-743760,2018-07-19,2,Vente,500.0,26.0,,AV DE MESSINE,6296,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CL0043,,,123,,,,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,2.312292,48.877038
58,2018-743762,2018-07-06,1,Vente,345000.0,3.0,,RUE SAINTE APOLLINE,8538,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0129,,,20,32.17,,,,,,,,,1,2.0,Appartement,33.0,1.0,,,,,,2.355071,48.86863
59,2018-743763,2018-07-18,1,Vente,260500.0,24.0,,RUE BEAUBOURG,759,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AT0014,,,33,21.93,,,,,,,,,1,2.0,Appartement,21.0,1.0,,,,,,2.354034,48.861513
60,2018-743774,2018-07-12,1,Vente,480000.0,28.0,,RUE DU MONT THABOR,6537,75001.0,75101,Paris 1er Arrondissement,75,,,75101000BD0033,,,35,25.53,,,,,,,,,1,2.0,Appartement,45.0,2.0,,,,,,2.327034,48.866438
61,2018-743776,2018-07-11,1,Vente,210000.0,20.0,,RUE DU LOUVRE,5825,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AT0168,,,77,53.25,,,,,,,,,1,2.0,Appartement,58.0,3.0,,,,,,2.341374,48.861483
62,2018-743778,2018-07-06,1,Vente,460000.0,68.0,,RUE NOTRE DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0056,,,66,34.4,,,,,,,,,1,2.0,Appartement,34.0,2.0,,,,,,2.356388,48.867992
63,2018-743783,2018-07-12,1,Vente,97000.0,55.0,,RUE DES ARCHIVES,420,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AR0004,,,146,7.65,,,,,,,,,1,2.0,Appartement,8.0,1.0,,,,,,2.358298,48.861636
64,2018-743790,2018-07-23,1,Vente,780275.0,24.0,,RUE DE TEHERAN,9185,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CH0003,,,51,114.7,,,,,,,,,1,2.0,Appartement,117.0,4.0,,,,,,2.313283,48.878169
65,2018-743791,2018-07-16,1,Vente,670650.0,3.0,,BD DES FILLES DU CALVAIRE,3642,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AK0029,,,12,,,,,,,,,,1,2.0,Appartement,41.0,1.0,,,,,,2.366876,48.86127
66,2018-743794,2018-08-01,1,Vente,650000.0,17.0,,BD DES FILLES DU CALVAIRE,3642,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AK0001,,,7,76.3,,,,,,,,,1,2.0,Appartement,82.0,2.0,,,,,,2.366434,48.862749
67,2018-743795,2018-07-31,1,Vente,145000.0,5.0,,RUE DES PYRAMIDES,7902,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AX0012,,,20,13.6,,,,,,,,,1,2.0,Appartement,7.0,1.0,,,,,,2.332345,48.864465
68,2018-743802,2018-07-16,1,Vente,583000.0,19.0,,RUE DE PENTHIEVRE,7237,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BM0001,,,42,36.28,,,,,,,,,1,2.0,Appartement,44.0,3.0,,,,,,2.316261,48.872774
69,2018-743803,2018-07-26,1,Vente,208000.0,9.0,,RUE DE THORIGNY,9298,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AL0014,,,19,16.05,,,,,,,,,1,2.0,Appartement,13.0,1.0,,,,,,2.363008,48.860054
70,2018-743805,2018-07-06,1,Vente,244000.0,5.0,,RUE DE LABORDE,5200,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BW0035,,,30,19.8,,,,,,,,,1,2.0,Appartement,11.0,1.0,,,,,,2.322612,48.875627
71,2018-743806,2018-07-27,1,Vente,246000.0,65.0,,RUE DES GRAVILLIERS,4302,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AV0033,,,106,16.36,,,,,,,,,1,2.0,Appartement,17.0,1.0,,,,,,2.354418,48.864278
72,2018-743808,2018-07-04,1,Vente,1059100.0,7.0,,RUE LINCOLN,5692,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AR0007,,,37,89.47,,,,,,,,,1,2.0,Appartement,86.0,4.0,,,,,,2.302393,48.870295
73,2018-743813,2018-07-27,1,Vente,459200.0,93.0,,RUE DU ROCHER,8291,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CG0051,,,20,39.71,,,,,,,,,1,2.0,Appartement,37.0,1.0,,,,,,2.31663,48.880903
74,2018-743816,2018-07-30,1,Vente,640000.0,20.0,,RUE DES GRAVILLIERS,4302,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AE0085,,,302,,,,,,,,,,1,2.0,Appartement,28.0,2.0,,,,,,2.357139,48.863987
75,2018-743820,2018-08-06,1,Vente,495000.0,35.0,,RUE DE BERNE,900,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CE0039,,,37,41.59,,,,,,,,,1,2.0,Appartement,20.0,1.0,,,,,,2.322162,48.881736
76,2018-743825,2018-07-10,1,Vente,600000.0,16.0,,RUE DES GRAVILLIERS,4302,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AE0083,,,43,58.0,,,,,,,,,1,2.0,Appartement,58.0,3.0,,,,,,2.35749,48.863909
77,2018-743830,2018-07-23,1,Vente,730000.0,25.0,,BD DU TEMPLE,9190,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AH0032,,,16,92.18,,,,,,,,,1,2.0,Appartement,90.0,3.0,,,,,,2.365172,48.864763
78,2018-743831,2018-07-30,2,Vente,24090.0,8.0,,RUE DES QUATRE FILS,7913,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AQ0052,,,50,,,,,,,,,,1,2.0,Appartement,62.0,3.0,,,,,,2.360511,48.860377
79,2018-743845,2018-07-31,2,Vente,100.0,30.0,,RUE DE LIEGE,5665,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BZ0035,,,54,,,,,,,,,,1,2.0,Appartement,71.0,3.0,,,,,,2.32583,48.879698
80,2018-743847,2018-08-06,1,Vente,15000.0,23.0,,RUE D ARGENTEUIL,433,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AW0112,,,17,,,,,,,,,,1,2.0,Appartement,40.0,1.0,,,,,,2.333143,48.866005
81,2018-743851,2018-08-06,1,Vente,1110000.0,23.0,,RUE D ARGENTEUIL,433,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AW0112,,,5,81.45,,,,,,,,,1,2.0,Appartement,83.0,5.0,,,,,,2.333143,48.866005
82,2018-743859,2018-08-08,1,Vente,950000.0,6.0,,RUE ALFRED DE VIGNY,179,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CO0048,,,3,67.72,,,,,,,,,1,2.0,Appartement,40.0,1.0,,,,,,2.30545,48.878676
83,2018-743860,2018-08-07,1,Vente,230000.0,9.0,,RUE D ANJOU,351,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BN0023,,,16,,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,2.320394,48.869857
84,2018-743861,2018-07-13,1,Vente,75000.0,16.0,,RUE DE MARIGNAN,6086,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AQ0059,,,302,,,,,,,,,,1,2.0,Appartement,105.0,5.0,,,,,,2.307122,48.868883
85,2018-743862,2018-07-25,1,Vente,140000.0,24.0,,RUE DE LIEGE,5665,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BZ0031,,,2,11.53,,,,,,,,,1,2.0,Appartement,11.0,1.0,,,,,,2.326215,48.879745
86,2018-743863,2018-07-25,1,Vente,530000.0,11.0,,RUE COMMINES,2249,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AK0010,,,7,51.04,,,,,,,,,1,2.0,Appartement,50.0,2.0,,,,,,2.36569,48.862123
87,2018-743864,2018-07-31,1,Vente,300000.0,3.0,,RUE SAINTE APOLLINE,8538,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0129,,,15,29.51,,,,,,,,,1,2.0,Appartement,30.0,1.0,,,,,,2.355071,48.86863
88,2018-743866,2018-07-16,1,Vente,500000.0,9.0,,RUE ARSENE HOUSSAYE,473,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AV0013,,,12,47.48,,,,,,,,,1,2.0,Appartement,47.0,2.0,,,,,,2.299029,48.874599
89,2018-743868,2018-07-24,1,Vente,155000.0,39.0,,RUE CHAPON,1771,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AV0064,,,14,11.99,,,,,,,,,1,2.0,Appartement,12.0,1.0,,,,,,2.353709,48.863955
90,2018-743870,2018-07-18,1,Vente,748000.0,6.0,,RUE DE VEZELAY,9723,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CH0031,,,7,66.12,,,,,,,,,1,2.0,Appartement,64.0,3.0,,,,,,2.314762,48.878125
91,2018-743878,2018-08-09,1,Vente,375900.0,7.0,,RUE DE THORIGNY,9298,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AL0013,,,18,26.35,,,,,,,,,1,2.0,Appartement,26.0,1.0,,,,,,2.362813,48.859921
92,2018-743880,2018-07-30,1,Vente,350000.0,37.0,,RUE DE POITOU,7572,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AQ0032,,,7,27.68,,,,,,,,,1,2.0,Appartement,28.0,2.0,,,,,,2.361774,48.861586
93,2018-743887,2018-07-27,1,Vente,866750.0,23.0,,RUE CHARLOT,1880,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AI0088,,,3,66.92,,,,,,,,,1,2.0,Appartement,68.0,3.0,,,,,,2.36149,48.862165
94,2018-743892,2018-08-02,1,Vente,280000.0,304.0,,RUE SAINT HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AY0078,,,8,27.05,,,,,,,,,1,2.0,Appartement,33.0,1.0,,,,,,2.331921,48.86529
95,2018-743893,2018-08-10,1,Vente,400000.0,79.0,,RUE NOTRE DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0107,,,13,47.85,,,,,,,,,1,2.0,Appartement,52.0,2.0,,,,,,2.353976,48.867925
96,2018-743895,2018-08-02,1,Vente,360000.0,7.0,,RUE DE LA TREMOILLE,5388,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AN0006,,,2,28.76,,,,,,,,,1,2.0,Appartement,30.0,1.0,,,,,,2.30263,48.867046
97,2018-743898,2018-08-01,1,Vente,130000.0,5.0,,RUE DE TEHERAN,9185,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CL0058,,,50,17.65,,,,,,,,,1,2.0,Appartement,16.0,2.0,,,,,,2.312379,48.875738
98,2018-743905,2018-07-31,1,Vente,410000.0,28.0,,RUE DE POITOU,7572,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AK0091,,,6,37.34,,,,,,,,,1,2.0,Appartement,28.0,1.0,,,,,,2.362506,48.861703
99,2018-743906,2018-08-01,1,Vente,90000.0,36.0,,RUE DES BOURDONNAIS,1193,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AO0119,,,42,8.24,,,,,,,,,1,2.0,Appartement,62.0,4.0,,,,,,2.345655,48.860345
100,2018-743908,2018-07-25,1,Vente,235000.0,92.0,,RUE DE TURENNE,9506,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AK0049,,,43,25.28,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.364824,48.861725
101,2018-743910,2018-08-07,1,Vente,180000.0,31.0,,RUE CHARLOT,1880,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AI0084,,,104,,,,,,,,,,1,2.0,Appartement,17.0,1.0,,,,,,2.361698,48.862514
102,2018-743924,2018-08-06,1,Vente,155000.0,29.0,,RUE SAINT DENIS,8525,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AO0064,,,10,,,,,,,,,,1,2.0,Appartement,20.0,1.0,,,,,,2.34793,48.859905
