,id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
26,2021-1680189,2021-01-28,1,Vente,24000.0,255.0,,RUE SAINT-HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,,,75101000BD0058,,,38,,,,,,,,,,1,2.0,Appartement,48.0,3.0,,,,,,2.326348,48.866939
27,2021-1680192,2021-01-28,1,Vente,1095238.0,23.0,,RUE DU ROCHER,8291,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BW0021,,,34,70.16,,,,,,,,,1,2.0,Appartement,20.0,1.0,,,,,,2.321856,48.876469
28,2021-1680193,2021-01-22,1,Vente,318000.0,26.0,,AV DE FRIEDLAND,3868,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AV0022,,,11,24.18,,,,,,,,,1,2.0,Appartement,25.0,1.0,,,,,,2.299907,48.874579
29,2021-1680198,2021-01-29,1,Vente,550000.0,23.0,,RUE DE POITOU,7572,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AQ0074,,,10,42.75,,,,,,,,,1,2.0,Appartement,41.0,2.0,,,,,,2.362593,48.86145
30,2021-1680202,2021-01-25,1,Vente,590000.0,14.0,,RUE LINCOLN,5692,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AR0025,,,244,39.6,,,,,,,,,1,2.0,Appartement,53.0,3.0,,,,,,2.303419,48.870407
31,2021-1680203,2021-01-28,1,Vente,1511344.6,51.0,,AV MONTAIGNE,6450,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AQ0058,,,520,70.12,,,,,,,,,1,2.0,Appartement,65.0,4.0,,,,,,2.307406,48.868413
32,2021-1680205,2021-02-08,1,Vente,730000.0,16.0,,RUE DEBELLEYME,2616,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AL0027,,,21,44.42,,,,,,,,,1,2.0,Appartement,44.0,2.0,,,,,,2.363667,48.861176
33,2021-1680216,2021-01-28,1,Vente,920000.0,13.0,,RUE GRENETA,4318,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AD0086,,,8,81.18,,,,,,,,,1,2.0,Appartement,81.0,3.0,,,,,,2.352513,48.865085
34,2021-1680224,2021-01-22,1,Vente,585000.0,117.0,,RUE SAINT-DENIS,8525,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AQ0094,,,2,,,,,,,,,,1,2.0,Appartement,45.0,2.0,,,,,,2.349457,48.862918
35,2021-1680229,2021-01-18,1,Vente,232515.0,29.0,,RUE DEBELLEYME,2616,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AJ0040,,,5,43.33,,,,,,,,,1,2.0,Appartement,38.0,2.0,,,,,,2.363759,48.862459
36,2021-1680231,2021-01-29,1,Vente,1348800.0,27.0,,RUE DE MOSCOU,6573,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CE0080,,,21,,,,,,,,,,1,2.0,Appartement,48.0,2.0,,,,,,2.323537,48.881092
37,2021-1680233,2021-01-29,1,Vente,296800.0,9.0,,RUE DU MARCHE ST HONORE,6034,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AZ0025,,,12,,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.331039,48.866307
38,2021-1680234,2021-02-08,1,Vente,906246.0,62.0,,RUE DE TURENNE,9506,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AM0059,,,15,64.48,,,,,,,,,1,2.0,Appartement,65.0,3.0,,,,,,2.364855,48.859318
39,2021-1680237,2021-01-29,1,Vente,517000.0,90.0,,RUE DES ARCHIVES,0420,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AI0068,,,88,31.02,,,,,,,,,1,2.0,Appartement,33.0,2.0,,,,,,2.360929,48.863161
40,2021-1680243,2021-02-08,1,Vente,30000.0,32.0,,RUE MESLAY,6286,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AF0002,,,17,2.2,,,,,,,,,1,2.0,Appartement,9.0,1.0,,,,,,2.359149,48.868113
41,2021-1680245,2021-02-09,1,Vente,1820000.0,24.0,,AV DE L OPERA,6904,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AW0084,,,76,115.83,,,,,,,,,1,2.0,Appartement,118.0,4.0,,,,,,2.334497,48.866308
42,2021-1680249,2021-02-10,1,Vente,320000.0,28.0,,RUE BEAUBOURG,0759,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AT0012,,,49,26.6,,,,,,,,,1,2.0,Appartement,12.0,2.0,,,,,,2.354201,48.861762
43,2021-1680255,2021-02-09,1,Vente,350000.0,12.0,,RUE BERGER,0885,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AP0010,,,6,28.85,,,,,,,,,1,2.0,Appartement,29.0,2.0,,,,,,2.348303,48.861062
44,2021-1680256,2021-02-10,1,Vente,47000.0,13.0,,RUE PASTOURELLE,7094,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AQ0018,,,149,,,,,,,,,,1,2.0,Appartement,36.0,1.0,,,,,,2.360246,48.861896
45,2021-1680257,2021-02-09,1,Vente,165000.0,13.0,,RUE GRENETA,4318,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AD0086,,,70,,,,,,,,,,1,2.0,Appartement,82.0,3.0,,,,,,2.352513,48.865085
46,2021-1680259,2021-01-20,1,Vente,482000.0,8.0,,RUE REAUMUR,8073,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AE0025,,,14,41.16,,,,,,,,,1,2.0,Appartement,40.0,2.0,,,,,,2.359174,48.865117
47,2021-1680260,2021-02-09,1,Vente,580000.0,9.0,,RUE DES INNOCENTS,4718,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AO0081,,,110,50.5,,,,,,,,,1,2.0,Appartement,53.0,2.0,,,,,,2.347393,48.860387
48,2021-1680261,2021-02-05,1,Vente,1168945.0,14.0,,RUE DE VEZELAY,9723,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CH0027,,,177,84.7,,,,,,,,,1,2.0,Appartement,84.0,3.0,,,,,,2.314291,48.878635
49,2021-1680262,2021-01-29,1,Vente,163000.0,41.0,,RUE DES PETITS CHAMPS,7348,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AW0029,,,4,,,,,,,,,,1,2.0,Appartement,60.0,2.0,,,,,,2.336053,48.86679
50,2021-1680265,2021-02-04,1,Vente,637500.0,76.0,,AV DES CHAMPS ELYSEES,1733,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BG0009,,,304,38.01,,,,,,,,,1,2.0,Appartement,35.0,1.0,,,,,,2.304678,48.871669
51,2021-1680279,2021-02-12,1,Vente,32000.0,10.0,,RUE DU JOUR,5033,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AR0118,,,61,7.74,,,,,,,,,1,2.0,Appartement,7.0,1.0,,,,,,2.345291,48.863929
52,2021-1680281,2021-01-26,1,Vente,75000.0,13.0,,RUE DE TURIN,9510,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BZ0048,,,35,,,,,,,,,,1,2.0,Appartement,8.0,1.0,,,,,,2.324694,48.880261
53,2021-1680284,2021-02-05,1,Vente,6500.0,21.0,,RUE DES FILLES DU CALVAIRE,3643,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AJ0010,,,259,,,,,,,,,,1,2.0,Appartement,208.0,6.0,,,,,,2.365982,48.863299
54,2021-1680286,2021-02-02,1,Vente,1900000.0,26.0,,RUE CAMBON,1449,75001.0,75101,Paris 1er Arrondissement,75,,,75101000BC0067,,,6,107.96,,,,,,,,,1,2.0,Appartement,102.0,4.0,,,,,,2.327093,48.867873
55,2021-1680288,2021-02-19,1,Vente,230000.0,23.0,,RUE DU FAUBOURG SAINT HONORE,3518,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BP0025,,,38,,,,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,2.32107,48.868699
56,2021-1680291,2021-02-03,1,Vente,1230000.0,29.0,,PL DAUPHINE,2594,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AL0033,,,10,43.6,,,,,,,,,1,2.0,Appartement,50.0,1.0,,,,,,2.341566,48.856822
57,2021-1680292,2021-02-10,1,Vente,660000.0,45.0,,RUE DES ARCHIVES,0420,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AT0056,,,42,,,,,,,,,,1,2.0,Appartement,117.0,4.0,,,,,,2.357022,48.860337
58,2021-1680293,2021-02-04,2,Vente,645000.0,23.0,,BD SAINT MARTIN,8692,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AF0003,,,51,50.32,,,,,,,,,1,2.0,Appartement,65.0,2.0,,,,,,2.359348,48.868065
59,2021-1680295,2021-02-18,1,Vente,117000.0,24.0,,RUE RAMBUTEAU,8009,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AT0018,,,134,,,,,,,,,,1,2.0,Appartement,8.0,1.0,,,,,,2.354486,48.861171
60,2021-1680298,2021-02-03,1,Vente,404000.0,58.0,,RUE RAMBUTEAU,8009,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AU0105,,,12,24.76,,,,,,,,,1,2.0,Appartement,23.0,2.0,,,,,,2.35146,48.861806
61,2021-1680300,2021-02-19,1,Vente,118000.0,29.0,,RUE TRONCHET,9470,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BS0074,,,128,9.14,,,,,,,,,1,2.0,Appartement,9.0,1.0,,,,,,2.326005,48.872948
62,2021-1680306,2021-01-29,1,Vente,2563100.0,55.0,,RUE DES MATHURINS,6176,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BS0011,,,34,,,,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,2.321918,48.873287
63,2021-1680318,2021-02-24,1,Vente,821500.0,38.0,,AV GEORGE V,4110,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AP0020,,,142,53.38,,,,,,,,,1,2.0,Appartement,60.0,2.0,,,,,,2.301629,48.869515
64,2021-1680323,2021-02-23,1,Vente,275000.0,9.0,,RUE SAINT GILLES,8627,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AN0035,,,38,20.86,,,,,,,,,1,2.0,Appartement,20.0,1.0,,,,,,2.365535,48.857847
65,2021-1680324,2021-02-12,1,Vente,160000.0,16.0,,RUE DUPETIT-THOUARS,2997,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AG0064,,,21,11.95,,,,,,,,,1,2.0,Appartement,12.0,1.0,,,,,,2.361793,48.865824
66,2021-1680327,2021-02-16,1,Vente,312767.03,41.0,,RUE NOTRE-DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0076,,,11,27.23,,,,,,,,,1,2.0,Appartement,26.0,2.0,,,,,,2.357563,48.867414
67,2021-1680331,2021-02-09,1,Vente,217700.0,5.0,B,RUE DES HAUDRIETTES,4483,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AT0044,,,36,15.55,,,,,,,,,1,2.0,Appartement,15.0,1.0,,,,,,2.357121,48.861451
68,2021-1680333,2021-02-18,1,Vente,223000.0,44.0,,RUE DE LABORDE,5200,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CI0071,,,34,,,,,,,,,,1,2.0,Appartement,16.0,1.0,,,,,,2.316697,48.875833
69,2021-1680334,2021-02-25,1,Vente,321820.0,268.0,,RUE DU FAUBOURG SAINT HONORE,3518,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AY0008,,,20,23.85,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.299366,48.877814
70,2021-1680335,2021-02-04,1,Vente,230300.0,30.0,,RUE DE LIEGE,5665,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BZ0035,,,4,17.55,,,,,,,,,1,2.0,Appartement,16.0,1.0,,,,,,2.32583,48.879698
71,2021-1680341,2021-02-24,1,Vente,117002.0,29.0,,BD DE COURCELLES,2386,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CG0013,,,52,11.4,,,,,,,,,1,2.0,Appartement,13.0,1.0,,,,,,2.313691,48.880676
72,2021-1680342,2021-03-01,1,Vente,527700.0,66.0,,RUE DU FAUBOURG SAINT HONORE,3518,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BN0042,,,40,35.18,,,,,,,,,1,2.0,Appartement,33.0,1.0,,,,,,2.3186,48.870083
73,2021-1680343,2021-02-17,1,Vente,560000.0,33.0,,AV FRANKLIN D ROOSEVELT,3824,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AM0033,,,16,36.12,,,,,,,,,1,2.0,Appartement,36.0,1.0,,,,,,2.309626,48.867484
74,2021-1680344,2021-02-22,1,Vente,1700000.0,11.0,B,RUE JEAN MERMOZ,4921,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BI0071,,,6,147.67,,,,,,,,,1,2.0,Appartement,155.0,5.0,,,,,,2.311265,48.871131
75,2021-1680346,2021-02-17,1,Vente,350000.0,53.0,,RUE NOTRE-DAME DE NAZARETH,6834,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AB0087,,,34,26.62,,,,,,,,,1,2.0,Appartement,24.0,1.0,,,,,,2.356554,48.867531
76,2021-1680350,2021-02-08,1,Vente,521000.0,31.0,A,RUE AU MAIRE,5927,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AE0106,,,6,41.76,,,,,,,,,1,2.0,Appartement,40.0,3.0,,,,,,2.35588,48.864426
77,2021-1680352,2021-02-19,1,Vente,619000.0,15.0,,RUE DE SURENE,9129,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BN0014,,,15,49.53,,,,,,,,,1,2.0,Appartement,50.0,3.0,,,,,,2.320647,48.870636
78,2021-1680353,2021-02-22,1,Vente,1550000.0,27.0,,RUE DE LIEGE,5665,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BY0012,,,4,123.17,,,,,,,,,1,2.0,Appartement,123.0,4.0,,,,,,2.326249,48.879207
79,2021-1680354,2021-02-16,1,Vente,180000.0,12.0,,RUE CAFFARELLI,1413,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AH0097,,,26,12.54,,,,,,,,,1,2.0,Appartement,15.0,1.0,,,,,,2.362182,48.863657
80,2021-1680355,2021-02-23,1,Vente,250000.0,4.0,,RUE CHARLES-FRANCOIS DUPUIS,3015,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AG0039,,,19,20.02,,,,,,,,,1,2.0,Appartement,18.0,1.0,,,,,,2.362926,48.865036
81,2021-1680359,2021-02-15,1,Vente,38892.0,14.0,,RUE DU GRENIER SAINT LAZARE,4320,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AV0106,,,7,,,,,,,,,,1,2.0,Appartement,12.0,1.0,,,,,,2.353818,48.863089
82,2021-1680360,2021-02-26,1,Vente,60000.0,87.0,,BD DE COURCELLES,2386,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AY0010,,,25,,,,,,,,,,1,2.0,Appartement,44.0,2.0,,,,,,2.299547,48.877946
83,2021-1680363,2021-02-11,1,Vente,496000.0,104.0,,RUE LA BOETIE,5194,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BG0044,,,29,33.8,,,,,,,,,1,2.0,Appartement,29.0,2.0,,,,,,2.308272,48.872115
84,2021-1680364,2021-02-24,1,Vente,730000.0,13.0,,RUE DE WASHINGTON,9942,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AU0013,,,7,56.76,,,,,,,,,1,2.0,Appartement,61.0,3.0,,,,,,2.301926,48.873003
85,2021-1680365,2021-02-26,1,Vente,815000.0,17.0,,RUE DES FILLES DU CALVAIRE,3643,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AJ0012,,,21,49.86,,,,,,,,,1,2.0,Appartement,78.0,3.0,,,,,,2.365787,48.86292
86,2021-1680369,2021-02-23,1,Vente,365170.0,152.0,,BD HAUSSMANN,4485,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CL0065,,,179,20.58,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,,,,2.311643,48.87549
87,2021-1680372,2021-03-01,1,Vente,1630000.0,29.0,,RUE DE LIEGE,5665,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BY0011,,,4,165.43,,,,,,,,,1,2.0,Appartement,186.0,6.0,,,,,,2.326105,48.879201
88,2021-1680373,2021-02-25,1,Vente,250000.0,75.0,,RUE SAINT-HONORE,8635,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AT0085,,,8,,,,,,,,,,1,2.0,Appartement,27.0,1.0,,,,,,2.344096,48.861015
89,2021-1680374,2021-02-18,1,Vente,1329200.0,33.0,,RUE D AMSTERDAM,0300,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BY0021,,,11,93.39,,,,,,,,,1,2.0,Appartement,92.0,4.0,,,,,,2.32665,48.878756
90,2021-1680376,2021-02-16,1,Vente,24000.0,17.0,B,RUE LA BOETIE,5194,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BL0015,,,45,,,,,,,,,,1,2.0,Appartement,118.0,3.0,,,,,,2.317344,48.873875
91,2021-1680377,2021-03-05,1,Vente,1388600.0,28.0,,RUE DE CONSTANTINOPLE,2289,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CF0022,,,12,102.03,,,,,,,,,1,2.0,Appartement,100.0,5.0,,,,,,2.318453,48.88082
92,2021-1680382,2021-02-19,1,Vente,397395.0,43.0,,RUE REAUMUR,8073,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AD0014,,,9,,,,,,,,,,1,2.0,Appartement,15.0,1.0,,,,,,2.353908,48.865784
93,2021-1680385,2021-03-02,1,Vente,444800.0,50.0,,RUE DE BERRI,0904,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BD0049,,,48,32.78,,,,,,,,,1,2.0,Appartement,32.0,1.0,,,,,,2.308587,48.874673
94,2021-1680386,2021-02-19,1,Vente,1000.0,49.0,,AV MONTAIGNE,6450,75008.0,75108,Paris 8e Arrondissement,75,,,75108000AQ0064,,,48,,,,,,,,,,1,2.0,Appartement,75.0,2.0,,,,,,2.307158,48.867864
95,2021-1680387,2021-02-26,1,Vente,280000.0,36.0,,RUE DE SAINTONGE,8716,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AJ0043,,,4,,,,,,,,,,1,2.0,Appartement,24.0,1.0,,,,,,2.363657,48.862607
96,2021-1680394,2021-02-26,1,Vente,336000.0,5.0,,RUE MONTMARTRE,6513,75001.0,75101,Paris 1er Arrondissement,75,,,75101000AR0116,,,3,26.51,,,,,,,,,1,2.0,Appartement,30.0,1.0,,,,,,2.345441,48.863862
97,2021-1680396,2021-03-10,1,Vente,340000.0,8.0,,RUE DE BRAQUE,1261,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AT0049,,,14,23.98,,,,,,,,,1,2.0,Appartement,26.0,1.0,,,,,,2.356757,48.861174
98,2021-1680403,2021-02-26,1,Vente,700000.0,18.0,,RUE MONTALIVET,6454,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BN0063,,,1,74.02,,,,,,,,,1,2.0,Appartement,71.0,2.0,,,,,,2.318301,48.871309
99,2021-1680406,2021-03-09,1,Vente,812755.0,77.0,,RUE DE TURBIGO,9504,75003.0,75103,Paris 3e Arrondissement,75,,,75103000AF0095,,,19,64.28,,,,,,,,,1,2.0,Appartement,60.0,3.0,,,,,,2.36045,48.866659
100,2021-1680407,2021-03-05,1,Vente,532200.0,152.0,,BD HAUSSMANN,4485,75008.0,75108,Paris 8e Arrondissement,75,,,75108000CL0065,,,154,33.4,,,,,,,,,1,2.0,Appartement,35.0,1.0,,,,,,2.311643,48.87549
101,2021-1680408,2021-03-11,1,Vente,580000.0,5.0,,RUE DE L ISLY,4748,75008.0,75108,Paris 8e Arrondissement,75,,,75108000BU0043,,,8,47.45,,,,,,,,,1,2.0,Appartement,45.0,2.0,,,,,,2.325894,48.874596
