IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20
081050202;43,4;31,4;10460;18440;26870;0,89;4110;8780;12500;16020;22090;24980;28910;36000;8,8;10,4;0,361;63,8;59,2;2,9;1,7;33,1;3,1;0
081050301;44,9;28,8;11720;19040;26640;0,78;5240;9950;13550;16280;21590;24900;29000;36390;6,9;8,3;0,342;58,2;51,4;3,3;3,5;40,2;1,6;0
081050302;53,6;22,5;14500;22700;31470;0,75;4580;12050;16510;19980;25500;29150;34640;45000;9,8;10,4;0,368;57,5;50,5;2,6;4,4;37,9;4,6;0
081050401;43,6;35,2;9400;17840;27100;0,99;1450;7350;11400;14860;21220;25170;29600;38850;26,7;19,4;0,440;67,9;56,1;4,0;7,8;27,7;4,4;0
081050402;48,3;27,4;11630;21750;34120;1,03;1640;9010;14360;17800;25240;30770;37880;51570;31,5;25,5;0,481;63,0;48,2;2,2;12,6;28,2;8,8;0
081050501;43,0;33,6;10040;19030;27610;0,92;2120;7640;11600;15500;22030;25550;30080;37920;17,9;19,0;0,445;65,3;55,9;3,2;6,2;27,7;7,0;0
081050502;33,0;46,6;6530;14180;21720;1,07;160;4110;8170;11320;17030;20340;23420;29310;179,8;37,2;0,433;60,1;53,4;3,9;2,8;37,7;2,2;0
081050601;38,9;36,2;9500;17210;24720;0,88;3140;8220;11470;14170;20360;22890;26800;33750;10,7;12,1;0,385;63,9;54,5;4,3;5,1;34,1;2,0;0
081050602;16,5;64,1;1380;9240;15940;1,58;0;460;3040;6020;11680;14640;17410;21920;so;740,7;0,485;52,8;s;s;s;46,7;0,5;0
081050701;38,1;37,0;8830;17720;25760;0,96;1600;7230;10890;14390;20710;23880;27640;33200;20,8;15,6;0,386;60,9;53,0;3,9;4,0;36,7;2,4;0
081050702;28,6;51,7;6490;12620;20110;1,08;1790;5390;7600;9760;15320;18220;21860;27240;15,2;14,2;0,400;58,2;50,9;4,0;3,3;40,5;1,3;0
081050801;s;67,9;3660;8810;15450;1,34;0;2280;4950;6850;11060;13610;17080;21980;so;85,5;0,457;57,8;s;s;s;41,0;1,2;0
081050802;s;81,2;330;5440;11530;2,06;0;0;960;3250;7930;10390;12880;16520;so;so;0,541;50,6;s;s;s;49,0;0,4;0
081050803;14,3;73,7;1000;6580;13640;1,92;0;170;2330;4140;8450;11740;15550;19650;so;2487,4;0,528;56,1;s;s;s;42,0;1,9;0
081050901;32,5;43,6;7290;15100;21860;0,96;730;5570;9350;12100;17860;20140;23790;28690;39,5;18,5;0,395;65,6;57,3;4,8;3,5;32,7;1,7;0
081050902;s;s;6160;14010;21250;1,08;0;4090;8780;11030;16960;19630;23280;27970;so;31,8;0,423;65,7;55,7;5,5;4,5;31,2;3,1;0
081051001;54,6;18,0;15520;22610;29680;0,63;8760;13820;16880;20130;25030;28110;32160;40380;4,6;5,9;0,316;63,4;56,0;2,8;4,6;33,7;2,9;0
081051002;57,8;15,4;17650;24500;33510;0,65;9630;15400;18730;21870;27220;31210;37160;46410;4,8;6,6;0,335;60,7;50,9;2,0;7,8;34,2;5,1;0
081850101;31,5;31,9;10760;17140;23790;0,76;5600;9360;12710;15010;19550;22440;25380;30750;5,5;8,1;0,348;54,4;47,2;3,7;3,5;40,8;4,8;1
081850102;27,3;40,5;9280;15840;21430;0,77;3360;7690;10490;13060;18050;20060;23100;28340;8,4;8,6;0,334;53,9;47,5;5,3;1,1;43,2;2,9;1
081900101;36,6;35,8;9390;16000;23090;0,86;1380;7300;11060;14050;18390;21360;24900;31200;22,5;14,3;0,374;52,2;44,7;4,2;3,3;38,8;9,0;1
081900102;30,8;39,7;8930;15830;23370;0,91;1790;7490;10940;13290;18390;21480;24830;31130;17,4;13,9;0,390;54,7;46,7;4,5;3,5;36,9;8,4;1
081900103;42,8;28,5;12320;19150;27520;0,79;6110;10350;13730;16590;22030;25020;31080;38510;6,3;8,4;0,349;66,8;60,9;2,9;3,0;27,5;5,7;1
083280101;37,2;34,3;10640;17830;24470;0,78;6160;9240;12000;15060;20150;22560;26410;31900;5,2;7,4;0,336;64,0;57,1;3,8;3,1;33,1;2,9;1
083280102;28,1;44,5;7430;14760;21270;0,94;740;6030;9130;11870;17300;19590;22640;29310;39,9;17,7;0,396;60,5;54,8;4,2;1,5;37,3;2,2;1
083280103;40,2;31,7;11150;17760;24370;0,74;4700;9610;12520;15350;20220;22260;26780;32390;6,9;9,1;0,361;63,3;57,4;3,3;2,6;29,9;6,8;1
083620101;41,8;24,2;13540;19970;26470;0,65;7580;11730;15010;17520;22450;25250;28450;35790;4,7;6,5;0,333;59,9;53,6;2,5;3,8;33,7;6,4;1
083620102;38,3;31,6;10750;18290;25250;0,79;4240;9260;12490;15960;20720;23670;27120;33060;7,8;10,2;0,378;62,1;54,6;3,2;4,3;34,0;3,9;1
083620103;31,6;45,1;6990;14810;22950;1,08;1570;5650;8610;11510;17870;21250;25440;31910;20,4;17,9;0,433;62,1;54,5;3,7;3,9;34,2;3,7;1
083630101;33,0;30,7;11170;17410;23670;0,72;5680;9540;12730;15700;19860;22620;25200;31790;5,6;7,7;0,336;55,5;49,3;4,5;1,7;41,9;2,6;1
083630102;27,9;40,0;9200;15250;21810;0,83;2080;7620;10640;13170;17770;20190;22940;28730;13,8;11,2;0,364;53,9;46,2;5,2;2,5;41,8;4,3;1
083630103;34,1;31,2;11500;17920;23720;0,68;6160;9960;12770;15270;19980;22270;26700;33080;5,4;6,7;0,327;57,8;50,6;4,1;3,1;39,2;3,0;1
083630104;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
083630105;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
084090101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
084090102;s;s;7010;13010;19350;0,95;1160;5390;8000;10400;15050;17740;21490;25620;22,2;15,1;0,386;66,2;57,0;6,8;2,4;31,7;2,1;0
084090201;38,8;31,7;11080;17690;23810;0,72;5010;10030;12680;15330;20300;22560;25560;31050;6,2;6,7;0,322;54,8;50,0;3,3;1,5;41,7;3,5;0
084090202;29,5;47,2;4980;14030;22030;1,22;0;2870;6760;10180;16510;19630;23770;30920;so;64,8;0,463;58,7;49,6;5,0;4,1;37,4;3,9;0
084090301;26,6;48,2;5470;13920;20260;1,06;0;2930;6870;10870;16290;18780;22140;28480;so;73,9;0,451;61,9;53,5;5,7;2,7;35,5;2,6;0
084090302;24,4;54,3;3790;11490;19220;1,34;0;860;5660;8480;14890;17340;21470;27940;so;377,0;0,480;59,8;49,4;6,3;4,1;35,6;4,6;0
084090303;31,8;51,1;5680;13010;21370;1,21;0;3500;6950;10700;16160;20050;23310;29700;so;39,8;0,447;56,0;47,3;5,4;3,3;41,2;2,8;0
084090401;45,4;23,4;13810;21190;28410;0,69;5110;11470;15970;18510;23430;26800;31320;39760;7,8;9,9;0,366;59,9;49,5;3,3;7,1;34,2;5,9;0
084090402;47,5;21,2;14340;21500;30950;0,77;6150;12370;15810;18610;24360;28410;33460;39910;6,5;8,4;0,346;60,6;54,3;2,4;3,9;33,7;5,7;0
084090501;15,3;62,1;3510;10270;16430;1,26;0;1300;4810;8050;12700;15150;17740;21320;so;143,0;0,437;51,5;s;s;s;47,0;1,5;0
084090502;s;78,3;370;6700;12090;1,75;0;0;1180;4670;8260;10740;14040;18970;so;so;0,526;65,1;s;s;s;34,2;0,7;0
084900101;39,6;32,7;10530;18200;25170;0,80;3080;8320;12040;15530;21170;23930;27210;32560;10,6;11,3;0,365;56,2;50,7;2,5;3,0;37,6;6,2;1
084900102;s;s;11980;19030;26620;0,77;2970;9930;13690;16050;22360;25340;28700;35210;11,9;11,2;0,363;53,0;44,2;2,4;6,4;41,2;5,8;1
084900201;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
091220101;24,5;52,7;5000;12170;20340;1,26;0;2870;6250;9500;15050;18580;23330;30500;so;80,8;0,496;64,9;51,4;6,7;6,8;32,0;3,1;1
091220102;51,3;19,2;15540;23330;32410;0,72;8110;13720;17230;20270;26130;29990;35780;43990;5,4;7,4;0,342;54,9;47,0;2,3;5,6;39,3;5,8;1
091220103;s;s;8410;16480;24880;1,00;1480;6440;10180;13240;19750;23060;27040;32840;22,2;16,9;0,405;56,1;49,6;3,4;3,1;40,4;3,5;1
091220104;49,4;20,2;14860;22090;31560;0,76;8740;13010;16320;19320;25000;29350;34240;41200;4,7;6,9;0,337;56,9;49,1;2,4;5,4;36,0;7,1;1
091220105;40,1;35,4;8860;18360;26160;0,94;2560;7560;10850;15520;21050;24530;27710;32890;12,9;14,2;0,378;57,9;50,2;3,0;4,7;37,7;4,4;1
091220106;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
091600101;26,4;38,6;8620;16160;22550;0,86;840;6300;10790;13420;18530;21270;24310;30000;35,6;17,2;0,380;48,7;40,2;3,8;4,7;48,1;3,2;1
091600102;25,7;42,8;7920;15240;22160;0,93;1440;6410;9620;12500;17600;20750;23930;29130;20,2;14,2;0,380;47,9;39,7;3,9;4,3;48,7;3,4;1
091600103;30,2;29,6;11680;18020;23270;0,64;4890;9780;13410;15690;19850;22300;25350;32280;6,6;9,8;0,377;52,5;44,5;3,3;4,7;42,7;4,8;1
092250101;23,1;57,3;4410;10930;18020;1,24;0;2110;5680;8380;13910;16520;19800;26040;so;93,8;0,469;63,7;54,9;6,8;2,0;32,6;3,7;0
092250102;36,2;35,3;10580;17350;24500;0,80;3490;8550;11940;14680;19590;22870;27100;33770;9,7;9,8;0,361;61,9;54,5;4,4;3,0;33,8;4,3;0
092250103;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
092250104;45,9;24,4;13420;20040;27650;0,71;7210;11590;14890;17560;22430;25950;30080;38570;5,4;7,4;0,348;56,0;49,7;2,6;3,7;37,9;6,1;0
092250105;45,3;26,1;12980;19390;27160;0,73;4960;11130;14480;16980;22460;25050;30050;37280;7,5;9,5;0,374;67,6;60,3;3,0;4,3;28,6;3,8;0
092250106;s;s;6380;13530;21140;1,09;120;4630;7700;10480;16940;19510;23720;30140;243,4;31,5;0,439;62,0;53,8;4,8;3,4;34,8;3,2;0
092250107;45,8;21,0;14300;20870;27350;0,63;9070;12910;15660;18240;22940;25680;29740;36640;4,0;5,5;0,308;64,2;55,6;3,4;5,2;30,3;5,5;0
092610101;31,5;38,2;8690;16860;25150;0,98;760;6300;10480;13960;19860;23210;27260;34600;45,7;21,5;0,409;52,3;44,0;3,8;4,5;42,1;5,6;1
092610102;42,0;26,1;12750;19780;27480;0,74;6320;11090;14420;17290;22380;25570;29790;36150;5,7;7,9;0,350;54,0;43,5;2,6;7,9;42,0;4,0;1
100330101;42,8;26,1;12700;19800;26320;0,69;6370;10750;14380;17330;22130;24700;29360;37580;5,9;7,6;0,345;50,1;42,0;2,7;5,4;42,7;7,2;1
100330102;21,2;56,4;5560;11500;18040;1,09;60;4350;7370;8760;14210;16530;19200;24790;441,5;28,8;0,446;58,1;44,2;7,1;6,8;39,7;2,2;1
100330103;38,5;28,1;11980;19160;25870;0,72;6090;10410;13890;16460;21650;24430;27300;33730;5,5;8,2;0,349;56,2;43,3;3,7;9,2;39,5;4,3;1
100810101;27,2;52,6;5210;12460;20350;1,22;400;3790;6400;9990;15620;18000;21920;26580;65,7;30,0;0,423;58,9;52,5;5,1;1,3;40,2;0,9;0
100810102;40,6;30,6;11590;18400;25420;0,75;5930;9910;13060;16120;20850;23860;27090;33820;5,7;7,1;0,330;56,7;51,6;3,5;1,6;40,6;2,7;0
100810103;46,6;22,4;13900;20230;27050;0,65;8150;12520;15600;18010;22590;25190;28750;35680;4,4;6,3;0,338;62,0;55,2;3,3;3,5;31,2;6,8;0
100810201;s;s;1290;5520;12200;1,98;0;560;1840;3720;7590;10600;13400;17340;so;176,1;0,522;64,3;s;s;s;35,3;0,4;0
100810202;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
100810203;16,0;70,9;3940;8640;14030;1,17;200;2600;5260;6690;10630;12930;15760;20350;102,4;30,6;0,433;67,1;s;s;s;32,4;0,5;0
100810205;27,6;43,9;8540;15020;21210;0,84;2490;6500;9560;12430;17360;19960;22710;27890;11,2;12,4;0,372;63,7;55,7;6,0;2,0;33,8;2,5;0
102680101;35,7;40,3;9420;15550;25120;1,01;4050;7780;10600;12990;18800;22660;27750;36910;9,1;12,0;0,408;68,7;63,4;4,0;1,3;27,6;3,7;1
102680102;51,8;20,7;14630;21210;28660;0,66;8360;12920;15930;18810;23820;26810;31770;41310;4,9;6,8;0,353;66,9;58,0;2,5;6,4;28,2;4,9;1
103230101;36,9;41,3;7660;15800;23160;0,98;2270;5680;8900;12490;18990;21440;24770;30060;13,3;14,1;0,383;58,8;52,7;4,2;1,9;38,5;2,7;0
103230102;33,7;43,4;8520;15240;22180;0,90;3080;6850;9700;12390;18100;21050;23970;29200;9,5;11,6;0,390;65,8;57,1;5,2;3,5;30,5;3,7;0
103230103;40,0;40,7;8330;15940;24400;1,01;1940;6510;10210;13120;18650;21990;26400;33380;17,2;15,7;0,408;61,7;55,3;3,8;2,6;34,1;4,2;0
103230104;20,1;61,6;5380;10730;17060;1,09;150;3840;6450;8780;12840;15290;18840;23360;151,1;24,6;0,420;64,5;s;s;s;34,4;1,1;0
103230201;35,8;36,6;9870;17290;23240;0,77;3900;8470;11510;14650;19200;21870;24700;29570;7,6;8,9;0,338;55,6;49,1;3,7;2,8;42,1;2,3;0
103230202;38,6;31,6;11170;18060;24170;0,72;4490;9400;12670;15570;20550;22930;25830;30770;6,8;8,1;0,327;53,1;47,4;3,6;2,1;44,8;2,1;0
103330101;63,4;s;19170;25870;34410;0,59;13840;17420;20520;23480;28180;31530;37250;44150;3,2;4,4;0,281;68,5;61,8;2,7;4,0;27,1;4,4;0
103330102;50,4;22,0;14540;20610;28420;0,67;8250;12410;15980;18260;22680;26330;31080;38350;4,6;6,3;0,330;60,4;53,2;2,7;4,5;36,3;3,3;0
103330103;s;s;13720;20910;28550;0,71;7090;12030;15210;18110;23710;26830;30700;38770;5,5;7,2;0,340;63,2;56,5;2,7;4,0;33,6;3,2;0
103330201;40,1;43,5;5140;15710;24770;1,25;60;3520;7480;11850;19060;22770;27850;36210;603,5;50,6;0,475;63,4;54,4;3,8;5,2;33,0;3,6;0
103330202;44,6;25,5;12950;19570;26800;0,71;6450;10860;14540;17300;21980;24880;28560;35630;5,5;7,1;0,332;64,9;58,3;3,2;3,4;33,0;2,1;0
103430101;44,4;25,6;13090;19840;26870;0,69;6960;11310;14530;17460;22220;25300;29300;35390;5,1;7,5;0,345;59,5;51,9;3,4;4,2;35,3;5,2;1
103430102;55,5;17,4;15950;22660;31900;0,70;9450;14430;17390;19800;25680;29960;35040;44480;4,7;6,1;0,336;66,4;57,8;2,8;5,8;29,9;3,7;1
103620101;50,5;21,8;14660;21460;31260;0,77;6960;12470;16300;18980;24540;29570;34520;43770;6,3;8,3;0,378;66,7;55,5;2,8;8,4;29,3;4,0;0
103620102;40,2;26,7;12630;19090;27030;0,75;6150;11130;14070;16690;21900;25240;29460;36700;6,0;7,9;0,339;61,6;54,8;3,9;2,9;35,5;2,9;0
103620103;52,8;18,8;15020;21780;29580;0,67;8220;13520;16710;19180;24210;27490;31970;39170;4,8;5,6;0,303;59,0;53,2;2,8;3,0;37,5;3,5;0
103620104;43,4;29,7;11390;19530;28980;0,90;3850;9300;13200;16680;22790;26090;33710;46790;12,1;14,0;0,414;66,2;57,5;3,2;5,5;29,0;4,8;0
103620105;46,9;21,3;14550;20320;27720;0,65;7860;12390;15870;18180;22950;25860;29600;38490;4,9;6,3;0,327;65,2;56,9;3,1;5,2;31,8;3,0;0
103870101;45,0;34,4;10000;18320;28340;1,00;3910;8020;11420;14930;21150;25390;32840;44450;11,4;16,6;0,460;62,6;53,7;3,4;5,5;27,5;9,9;0
103870201;58,7;17,6;16940;26420;44330;1,04;8690;14490;18810;22350;31930;38820;51250;69040;7,9;11,6;0,437;58,5;46,0;1,8;10,7;31,1;10,4;0
103870202;40,6;34,4;9630;17660;25390;0,89;2490;7560;11690;14530;20830;23400;28230;37240;14,9;17,5;0,435;71,5;61,2;4,1;6,2;24,6;3,9;0
103870203;46,6;29,7;11540;19120;26930;0,81;6040;9840;13210;16700;21790;25100;29000;35880;5,9;8,4;0,360;70,2;62,8;3,6;3,8;25,9;3,9;0
103870204;41,7;35,6;9530;17430;26360;0,97;2740;7670;11130;14440;20780;24480;28910;39130;14,3;17,2;0,459;64,6;54,4;3,3;6,9;29,7;5,7;0
103870301;28,9;52,2;6090;12470;19550;1,08;1200;4550;7150;9730;15560;18400;21720;26480;22,2;17,8;0,403;68,8;61,4;5,9;1,5;29,6;1,6;0
103870302;35,5;39,4;6820;16360;22850;0,98;490;5150;9310;13330;18770;21560;25170;32350;66,4;26,8;0,423;62,7;53,3;4,1;5,3;35,3;2,0;0
103870401;37,4;39,7;8060;16470;24130;0,98;1480;6180;9790;13250;19200;22270;26240;33480;22,7;17,6;0,412;67,5;59,8;4,0;3,7;29,2;3,3;0
103870501;36,2;38,5;8840;16030;22190;0,83;2710;7050;10420;13490;18780;20980;24160;30050;11,1;12,3;0,389;66,3;57,0;4,2;5,1;30,5;3,2;0
103870502;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
103870601;28,3;43,5;8050;14850;21120;0,88;1870;6260;9410;11910;16780;19380;23360;29320;15,7;14,0;0,390;59,1;53,7;5,1;0,3;37,7;3,2;0
103870602;s;s;3710;9310;15560;1,27;170;2590;5060;7270;11160;13620;17800;22390;131,3;39,3;0,445;75,4;64,1;10,4;0,9;23,5;1,1;0
103870603;37,3;33,5;10090;17470;24020;0,80;3970;7970;11980;15150;19980;22660;26230;33160;8,4;10,7;0,366;62,6;54,9;4,3;3,4;34,0;3,4;0
103870701;s;s;2040;7940;17000;1,88;0;600;3330;6160;11500;15670;18870;25320;so;393,4;0,526;66,8;58,5;7,2;1,1;31,0;2,2;0
103870702;51,3;23,9;13500;20590;29070;0,76;6960;11620;15460;18350;23490;27310;31110;38660;5,6;7,6;0,354;66,1;56,3;3,4;6,4;30,5;3,4;0
103870801;31,2;45,6;6060;14710;22690;1,13;90;4200;7450;11260;18090;20610;24830;31190;354,4;35,4;0,467;64,3;54,9;4,9;4,5;31,7;4,0;0
103870802;47,7;22,6;13980;20330;27440;0,66;6190;12210;15490;17880;22980;25850;30230;38210;6,2;7,4;0,334;63,0;53,1;3,1;6,8;34,3;2,7;0
103870901;49,7;22,0;14350;20840;28480;0,68;6790;12340;15540;18140;23360;26650;30610;38950;5,7;7,7;0,349;56,6;49,6;3,1;3,9;38,7;4,7;0
103870902;33,2;47,8;5720;13810;22490;1,21;0;3960;7600;10660;16520;20460;24580;31280;so;44,6;0,471;59,5;50,5;4,3;4,7;37,1;3,4;0
103871001;s;77,4;580;6160;12310;1,90;0;30;1400;3920;8290;11100;14160;18400;so;19085,6;0,536;57,6;s;s;s;42,1;0,3;0
103871002;32,1;50,2;4960;13080;21570;1,27;0;2370;6770;10110;17220;20060;23330;29210;so;97,8;0,469;62,0;54,9;4,5;2,6;36,3;1,7;0
103871003;s;s;1430;7450;14370;1,73;0;400;2290;5140;9640;12510;16420;19720;so;571,1;0,504;59,3;s;s;s;40,0;0,7;0
103871004;43,2;26,3;12760;19510;26500;0,70;4750;10780;13970;17280;21610;24840;29340;36270;7,6;8,7;0,345;58,2;50,2;3,9;4,1;39,1;2,7;0
103871101;45,4;32,4;9910;19480;33150;1,19;2100;7710;11990;15990;23390;28660;37380;51680;24,6;28,5;0,519;67,4;55,6;3,1;8,7;19,9;12,7;0
103871102;43,3;32,6;9590;18790;29030;1,03;1800;7410;11780;15890;22310;26370;32620;44080;24,5;19,3;0,428;63,2;52,2;4,1;6,9;30,9;5,9;0
103871103;44,9;29,9;10710;18340;31320;1,12;4140;9250;13320;15340;23320;27850;36130;48190;11,6;14,0;0,426;68,1;59,6;3,7;4,8;28,9;3,0;0
103871104;24,0;58,0;4910;11080;18250;1,20;0;2920;6600;9000;13660;16410;19880;24800;so;70,3;0,463;72,7;61,9;6,5;4,3;24,2;3,1;0
110690101;37,2;40,4;8140;16430;25550;1,06;230;6080;9850;13090;19650;23880;28940;38430;166,1;31,5;0,479;59,3;45,5;3,5;10,3;34,7;6,0;0
110690102;26,2;59,8;1830;9120;19020;1,88;0;420;3120;6160;13210;16960;21870;29730;so;1184,7;0,580;66,0;52,3;6,7;7,0;30,2;3,8;0
110690103;28,8;51,5;4150;12790;21290;1,34;0;1400;6250;9300;15550;19150;23580;32320;so;254,8;0,512;68,5;53,9;6,4;8,2;27,1;4,4;0
110690201;44,1;33,0;9880;19030;27640;0,93;2650;7720;12000;15560;22160;25530;30250;37940;14,3;15,7;0,400;59,0;51,4;3,4;4,2;35,9;5,1;0
110690202;38,9;37,5;8870;17430;26690;1,02;170;6050;10790;13990;20630;24600;30710;40490;241,0;32,9;0,474;63,0;53,6;3,1;6,3;31,3;5,7;0
110690203;37,1;41,2;7710;15990;25760;1,13;280;5970;8870;12430;18930;23850;29130;41150;146,4;30,0;0,472;56,8;43,6;3,8;9,4;36,0;7,2;0
110690301;33,1;53,5;4940;11590;22310;1,50;50;3220;5880;8480;15630;19870;24890;31280;617,4;48,6;0,504;62,1;52,7;5,1;4,3;32,0;5,9;0
110690302;37,4;43,9;6650;15540;23770;1,10;980;5080;8150;11700;18750;21810;25910;31800;32,6;21,8;0,424;53,7;45,9;4,0;3,8;42,1;4,2;0
110690401;30,1;50,8;4530;12940;22020;1,35;0;2870;6100;9030;16520;20140;24170;29880;so;51,9;0,472;54,1;47,3;4,1;2,7;42,2;3,7;0
110690402;36,9;38,7;8000;16340;25140;1,05;1050;6290;9560;13800;19290;22990;27330;34210;32,7;20,6;0,425;59,4;49,8;4,2;5,4;36,0;4,6;0
110690403;33,6;44,9;6570;14880;23160;1,11;400;4940;7940;11610;18410;21420;25570;32190;80,5;22,9;0,416;55,3;49,9;3,8;1,6;42,9;1,8;0
110690404;45,2;27,3;12250;20260;29340;0,84;4450;10000;14130;17230;23350;27140;31810;42200;9,5;12,3;0,404;54,9;44,5;2,3;8,1;38,8;6,3;0
110690501;55,5;19,1;15700;22520;30910;0,68;9210;13600;17440;19910;25580;28840;33050;42040;4,6;6,4;0,332;69,7;61,1;2,5;6,1;25,4;4,9;0
110690601;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
110690702;37,0;37,9;8550;16560;23850;0,92;2710;7160;10330;13750;19200;21880;26130;33020;12,2;13,0;0,382;64,6;56,7;4,4;3,5;32,6;2,8;0
110690703;55,9;21,5;14600;23450;33190;0,79;7580;12370;16330;19750;26500;31180;36200;47370;6,2;8,5;0,376;63,5;50,9;3,0;9,6;29,2;7,3;0
110690801;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
110690901;40,0;28,8;12020;19050;25240;0,69;5700;10100;13620;16370;21540;23910;27150;31720;5,6;6,8;0,313;54,3;47,6;3,3;3,4;43,3;2,4;0
110690902;21,7;62,0;2920;8980;18870;1,78;0;1470;4060;6480;12180;16520;20690;27060;so;168,9;0,515;60,1;52,5;5,1;2,5;37,0;2,9;0
110690903;46,5;28,2;11560;21240;30300;0,88;3310;9230;13900;17740;24310;27930;32990;42600;12,9;14,3;0,407;60,9;52,2;3,2;5,5;33,3;5,8;0
110690904;39,3;35,7;9440;17410;25830;0,94;1550;7580;11240;14680;20370;24040;28150;35280;22,7;16,0;0,409;56,7;50,3;3,4;3,0;38,2;5,1;0
110760102;36,0;28,8;12010;17790;24160;0,68;5930;10020;13380;15550;20330;22940;25650;30490;5,1;6,1;0,301;62,2;56,0;3,9;2,3;35,7;2,1;0
110760104;31,8;38,4;9500;16080;23540;0,87;2110;7680;11070;13580;18820;21710;25720;33830;16,1;14,1;0,396;60,9;51,4;4,1;5,4;34,9;4,2;0
110760105;s;s;11750;17760;24650;0,73;5060;10340;13030;15150;20100;23340;25960;33650;6,6;8,1;0,351;49,5;44,2;2,6;2,7;45,4;5,1;0
110760106;34,1;35,9;9430;17140;25350;0,93;2710;7340;11300;14220;20160;23570;28590;34800;12,9;13,0;0,391;58,5;49,5;4,0;5,0;36,4;5,1;0
110760107;47,1;18,6;15320;21860;29970;0,67;9210;13660;16800;19180;24310;27700;32380;40870;4,4;5,4;0,317;67,7;59,4;2,6;5,7;27,2;5,1;0
111060101;38,2;29,9;11400;19130;26400;0,78;4430;9230;13200;16170;21750;24780;28340;35820;8,1;9,2;0,346;52,6;42,9;4,0;5,7;42,4;5,0;1
111060102;40,2;25,0;13170;19320;26260;0,68;6470;11200;14530;17170;21920;24760;28360;34620;5,4;6,9;0,323;58,5;49,6;3,5;5,4;36,4;5,1;1
111160101;35,0;35,2;9420;17230;24970;0,90;1770;7380;11130;14830;20140;23180;27060;32570;18,4;14,9;0,390;57,1;47,6;4,6;4,9;37,7;5,2;1
111160102;44,8;21,3;14360;20380;28240;0,68;8280;12780;15640;18180;23110;26220;30240;37790;4,6;6,0;0,317;51,2;42,0;3,3;5,9;41,8;7,0;1
112030101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
112030102;37,6;27,3;12430;18740;24730;0,66;5630;10780;14210;16500;20940;23550;26170;31900;5,7;6,8;0,311;53,7;46,9;3,6;3,2;42,6;3,7;0
112030103;28,7;47,2;5590;14340;22590;1,19;0;3580;7660;11140;17260;20070;24320;29830;so;82,4;0,469;45,5;35,6;4,1;5,8;48,9;5,6;0
112030104;28,7;43,0;7770;15120;21940;0,94;1130;5870;9760;12190;17740;20530;23980;29320;25,8;18,5;0,398;48,4;41,9;4,0;2,5;47,2;4,4;0
112030105;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
112030106;39,1;38,5;7600;17340;26090;1,07;220;5070;10280;13790;20800;24020;29060;35840;165,2;36,3;0,453;55,1;44,8;2,9;7,4;39,3;5,6;0
112060101;22,0;55,7;3640;11870;18820;1,28;0;2060;5900;9330;14260;17180;20500;25870;so;124,9;0,484;56,7;42,9;5,5;8,3;39,1;4,2;0
112060102;36,9;29,7;11410;18330;24640;0,72;4610;9240;13210;16350;20260;22860;26250;32720;7,1;8,1;0,331;48,8;41,9;2,8;4,1;47,9;3,3;0
112060103;44,1;21,3;14230;20680;27830;0,66;7680;12490;15710;18520;23490;26090;29750;36590;4,8;6,6;0,337;54,4;46,5;2,5;5,4;38,5;7,1;0
