;IRIS;DEC_PIMP20;DEC_TP6020;DEC_Q120;DEC_MED20;DEC_Q320;DEC_EQ20;DEC_D120;DEC_D220;DEC_D320;DEC_D420;DEC_D620;DEC_D720;DEC_D820;DEC_D920;DEC_RD20;DEC_S80S2020;DEC_GI20;DEC_PACT20;DEC_PTSA20;DEC_PCHO20;DEC_PBEN20;DEC_PPEN20;DEC_PAUT20;DEC_NOTE20;keep
10591;751187106;56,0;39,5;8380;16460;30610;1,35;4290;6780;10060;13210;21330;27340;34390;45770;10,7;14,1;0,439;87,9;74,4;8,1;5,4;9,6;2,5;0;1
10592;751187107;56,3;36,2;9360;18880;33410;1,27;3600;7500;10590;14510;24580;29940;37330;50600;14,1;16,7;0,443;86,0;76,3;5,7;4,0;11,3;2,7;0;1
10593;751187108;56,0;39,2;8710;17620;31450;1,29;3640;6870;10140;13480;22920;27850;34780;48380;13,3;17,6;0,460;83,1;70,7;5,3;7,1;13,5;3,4;0;1
10594;751187109;56,4;38,1;9110;17540;30270;1,21;4740;8330;11050;13650;22720;27550;35740;48500;10,2;13,0;0,440;85,2;73,5;6,2;5,5;10,8;4,0;0;1
10595;751187110;51,2;41,3;8440;16220;28460;1,23;3910;6930;9970;12840;20030;25220;32390;44420;11,3;15,9;0,462;79,8;69,6;5,5;4,7;17,5;2,7;0;1
10596;751187201;48,3;44,7;7230;14940;25500;1,22;2730;6040;8570;11880;18860;23210;27990;38300;14,0;17,1;0,438;87,2;76,7;6,4;4,1;11,2;1,6;0;1
10597;751187202;59,0;35,5;10300;20170;34010;1,17;4600;7890;11490;14440;25440;30770;37560;49700;10,8;13,6;0,422;84,6;74,4;5,7;4,5;12,7;2,7;0;1
10598;751187203;63,2;29,8;11380;23930;40420;1,21;4090;8600;13250;17840;30230;36770;45220;58540;14,3;19,5;0,447;82,4;73,7;4,5;4,2;14,2;3,4;0;1
10599;751187204;62,8;29,8;11160;23890;39710;1,20;4790;9000;13330;18160;29900;35440;43120;55250;11,5;14,9;0,427;82,7;72,5;5,3;4,9;14,4;2,9;0;1
10600;751187205;58,4;33,5;10450;19980;32280;1,09;5230;8670;11930;15600;24420;29510;36340;46490;8,9;11,7;0,406;83,4;73,4;5,6;4,4;14,3;2,3;0;1
10601;751187206;54,8;35,6;10130;18250;29940;1,09;4110;8550;11320;14910;22030;27390;32570;40210;9,8;11,4;0,390;77,8;68,5;6,3;3,0;20,5;1,7;0;1
10602;751187207;56,1;37,9;8720;17320;29900;1,22;3600;7530;9810;13880;21690;27380;32690;40590;11,3;13,4;0,423;85,3;74,2;5,9;5,2;12,5;2,2;0;1
10603;751187208;45,9;42,8;8150;14920;23870;1,05;4050;6860;9590;12560;18330;21740;26540;33690;8,3;10,3;0,388;77,7;70,0;5,0;2,7;19,6;2,7;0;1
10604;751187209;27,4;54,4;7080;12100;18250;0,92;2870;5940;8070;10190;14350;17190;19660;23730;8,3;9,2;0,352;73,8;65,9;7,0;0,9;25,9;0,3;0;1
10605;751197301;61,5;28,6;11820;22020;36490;1,12;5500;9730;13580;17440;27100;32960;41160;53630;9,8;13,0;0,426;80,7;70,5;5,2;5,0;13,9;5,4;0;1
10606;751197302;62,5;26,6;12200;23480;38060;1,10;5630;10350;14600;18870;28160;34530;42590;57210;10,2;12,2;0,416;80,7;70,4;4,8;5,5;15,6;3,7;0;1
10607;751197303;65,4;25,4;12970;23700;39890;1,14;6840;11170;14880;18780;29370;36510;44030;54440;8,0;10,3;0,403;76,6;67,8;4,0;4,8;18,9;4,5;0;1
10608;751197304;66,1;22,6;14200;24550;38890;1,01;5470;11650;15970;20360;29680;35830;43790;56060;10,2;10,9;0,398;79,4;68,5;4,7;6,2;17,0;3,6;0;1
10609;751197305;66,9;21,7;14700;26960;42550;1,03;7160;11700;17380;22190;32140;37720;47180;59740;8,3;11,2;0,403;77,4;68,3;4,3;4,8;17,4;5,2;0;1
10610;751197306;35,7;50,6;7800;13040;20070;0,94;3560;6620;8850;10660;15030;18560;21710;27930;7,9;9,5;0,376;69,4;61,6;6,5;1,3;29,3;1,3;0;1
10611;751197307;49,2;44,5;8110;14730;25420;1,18;3550;6840;9440;12020;18080;22720;28450;37520;10,6;12,5;0,419;86,9;76,6;6,7;3,6;11,4;1,7;0;1
10612;751197308;46,0;46,2;7960;14290;22820;1,04;4370;7030;9090;11330;17480;20640;25830;33390;7,6;10,2;0,396;74,2;65,1;5,9;3,2;23,6;2,2;0;1
10613;751197309;55,4;29,5;11370;21000;33790;1,07;5400;9300;13350;16620;25470;30990;37710;49630;9,2;11,4;0,404;70,1;60,5;3,9;5,7;25,6;4,3;0;1
10614;751197310;50,1;39,1;9290;16790;27400;1,08;3660;7940;10800;13340;20030;24480;30720;39840;10,9;12,5;0,412;72,3;64,8;4,5;3,0;25,4;2,3;0;1
10615;751197311;65,3;26,8;12290;24360;40590;1,16;6730;10270;14600;19330;30520;36800;44440;57310;8,5;11,0;0,407;78,8;69,7;4,4;4,7;17,0;4,2;0;1
10616;751197312;49,2;41,4;8970;16280;28930;1,23;3660;7250;9860;12610;21150;26020;34020;44110;12,1;14,2;0,443;79,6;69,8;5,2;4,6;16,8;3,6;0;1
10617;751197313;66,4;25,3;13050;24950;40290;1,09;5890;10400;15070;20380;30680;36330;44280;56420;9,6;12,2;0,414;77,3;67,0;4,3;6,0;17,9;4,8;0;1
10618;751197314;54,1;35,7;9530;18470;31740;1,20;3740;7570;11030;14810;22890;28330;35670;48630;13,0;18,4;0,485;73,2;65,1;4,9;3,2;15,3;11,5;0;1
10619;751197315;59,0;29,5;11760;22410;35270;1,05;6210;9790;13350;17650;27390;31950;38630;49630;8,0;10,8;0,410;75,3;65,2;3,9;6,2;19,8;4,9;0;1
10620;751197316;63,5;29,6;10970;22710;37120;1,15;4330;8740;13430;18420;27780;34320;41160;55070;12,7;15,0;0,423;80,1;71,9;4,3;3,9;15,5;4,4;0;1
10621;751197317;46,9;38,4;9050;16670;26210;1,03;4120;7570;10790;13870;19990;24340;29260;38520;9,3;11,9;0,410;72,0;64,3;4,2;3,5;25,6;2,4;0;1
10622;751197318;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10623;751197388;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10624;751197401;52,4;42,0;9760;15670;28260;1,18;5310;8420;10970;13030;20230;26290;30870;41530;7,8;11,0;0,417;86,2;80,4;4,8;1,0;10,8;3,0;0;1
10625;751197402;68,8;22,6;14390;24750;38550;0,98;7610;11470;16320;20810;29270;35050;43240;55270;7,3;10,4;0,407;81,6;73,0;4,2;4,4;13,3;5,1;0;1
10626;751197403;59,2;33,5;10490;19250;31680;1,10;5230;8680;11910;15500;23900;29100;34810;44910;8,6;10,9;0,410;80,9;71,2;6,2;3,5;16,2;2,9;0;1
10627;751197404;61,5;29,6;10740;22640;36510;1,14;4810;8910;13600;17400;27560;33460;41030;54320;11,3;14,6;0,437;80,9;71,2;5,8;3,9;13,7;5,4;0;1
10628;751197405;52,8;39,1;9250;17030;29830;1,21;4400;8030;10650;13520;21790;26710;33260;43860;10,0;13,2;0,426;80,0;70,7;5,4;3,9;16,8;3,2;0;1
10629;751197406;52,5;35,0;9840;17890;30070;1,13;4930;7940;11300;14720;22270;27070;34780;46210;9,4;13,0;0,432;77,2;67,1;4,2;5,9;18,6;4,2;0;1
10630;751197407;46,6;43,8;8560;14310;23180;1,02;4580;7420;9450;11700;17560;21190;26880;34540;7,5;10,0;0,405;80,5;70,5;7,1;2,9;18,1;1,4;0;1
10631;751197408;41,8;47,0;8650;13920;21790;0,94;4700;7070;9830;12020;16370;19580;24020;32260;6,9;9,8;0,396;71,5;64,6;5,4;1,5;25,8;2,7;0;1
10632;751197409;41,5;45,7;8310;14290;21720;0,94;3940;7070;9520;11350;16780;19860;23640;30210;7,7;9,5;0,373;68,9;62,6;5,2;1,1;29,5;1,6;0;1
10633;751197410;s;s;7030;12370;21460;1,17;2720;6420;8110;10270;15200;20050;23610;34760;12,8;14,2;0,457;88,3;78,4;6,4;3,5;9,1;2,6;0;1
10634;751197411;68,5;23,7;14370;25150;40650;1,04;5920;11760;16350;20660;31070;36930;44570;58210;9,8;11,6;0,408;81,9;72,8;3,3;5,8;14,3;3,8;0;1
10635;751197412;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10636;751197413;51,6;33,3;10460;19170;31310;1,09;4270;8850;12400;15410;23140;28930;34790;46730;10,9;12,8;0,413;96,2;84,6;6,1;5,5;2,3;1,5;0;1
10637;751197488;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10638;751197501;65,8;27,5;12250;23290;37070;1,07;5120;10160;14290;19110;28790;33830;40270;52920;10,3;12,7;0,406;75,4;67,7;3,9;3,8;20,9;3,7;0;1
10639;751197502;65,2;26,5;12340;23120;35400;1,00;5700;9640;14940;17930;27180;32450;38640;51330;9,0;11,3;0,396;79,9;70,7;5,5;3,7;16,9;3,2;0;1
10640;751197503;57,3;29,6;10750;21500;35270;1,14;4450;8280;13280;16940;25820;31800;40030;51530;11,6;17,2;0,467;78,3;69,4;4,6;4,3;18,4;3,3;0;1
10641;751197504;43,3;40,0;9100;15890;23320;0,90;4630;7380;10400;13260;18510;21580;26210;32840;7,1;9,8;0,384;72,1;62,1;6,3;3,7;26,0;1,9;0;1
10642;751197505;62,0;23,3;13670;23110;34250;0,89;6550;11100;15610;20000;27130;32230;37400;47810;7,3;8,8;0,358;71,8;64,1;4,1;3,6;25,3;2,9;0;1
10643;751197506;71,7;15,6;19140;30830;43600;0,79;8950;16270;21860;25880;35610;40780;47910;60500;6,8;8,6;0,365;79,6;68,6;5,2;5,8;16,1;4,3;0;1
10644;751197507;65,0;24,6;13380;26340;40760;1,04;6340;11140;16720;22220;31720;37410;46590;60260;9,5;12,7;0,415;73,8;62,6;5,3;5,9;20,0;6,2;0;1
10645;751197508;72,1;13,1;19530;31200;46520;0,87;10210;16770;22710;27000;35920;42750;49330;65030;6,4;7,9;0,356;75,2;65,7;3,5;6,0;20,1;4,7;0;1
10646;751197509;41,6;42,3;7980;15070;23120;1,00;3330;6470;9830;12370;18270;20980;25110;32390;9,7;12,5;0,398;67,2;61,0;4,5;1,7;30,2;2,6;0;1
10647;751197510;66,1;27,1;12560;23110;36310;1,03;7560;11120;14540;19120;27330;32990;39990;51330;6,8;8,8;0,384;73,2;65,3;4,2;3,7;22,7;4,1;0;1
10648;751197511;59,7;25,9;12840;21990;32280;0,88;6750;11140;14510;18330;25260;29790;35040;44550;6,6;8,1;0,354;77,4;69,8;4,5;3,1;20,4;2,2;0;1
10649;751197512;s;s;7530;13340;21140;1,02;3310;6200;8830;11070;16260;19670;22990;30460;9,2;11,7;0,404;69,4;61,1;6,4;1,9;28,4;2,2;0;1
10650;751197513;46,9;36,1;9660;17220;24200;0,84;4750;8050;11030;14110;19660;22730;26320;32330;6,8;9,2;0,361;76,7;68,7;5,5;2,5;22,1;1,2;0;1
10651;751197514;73,6;12,2;21630;37060;54700;0,89;12110;18390;24810;30690;43300;51030;61800;87610;7,2;11,0;0,431;72,8;63,0;3,6;6,2;15,4;11,8;0;1
10652;751197515;73,8;14,1;20700;34580;51640;0,90;10240;17430;23470;28910;39890;47150;56690;74370;7,3;10,3;0,409;75,0;63,7;4,0;7,3;17,0;8,0;0;1
10653;751197516;39,2;45,9;7830;13910;22010;1,02;4530;7100;8960;11550;16310;19560;24070;33220;7,3;10,0;0,404;77,9;70,6;5,0;2,3;21,0;1,1;0;1
10654;751197517;48,3;41,3;8760;16080;25760;1,06;4330;7370;10200;12870;19450;23260;28750;36720;8,5;11,9;0,417;78,3;70,4;5,3;2,6;19,4;2,3;0;1
10655;751197518;33,1;52,3;7010;12420;20660;1,10;2410;5870;8100;10410;15430;18780;23200;29570;12,3;13,3;0,409;69,9;63,2;5,8;0,9;29,3;0,8;0;1
10656;751197519;47,3;44,8;8650;14720;23660;1,02;4470;6810;9870;12460;18190;21680;25970;34250;7,7;10,7;0,403;71,5;63,9;4,9;2,7;24,1;4,4;0;1
10657;751197520;59,0;27,7;12260;24510;36870;1,00;5860;10780;14060;19440;29370;34320;40890;53820;9,2;11,3;0,403;77,2;66,8;3,6;6,8;17,6;5,2;0;1
10658;751197521;65,0;25,9;13040;24860;36850;0,96;6430;11270;15570;19760;29080;34440;40470;51940;8,1;10,2;0,389;79,8;68,1;5,7;6,0;15,1;5,1;0;1
10659;751197522;68,0;22,9;14390;26810;40390;0,97;6890;11980;16810;22050;31330;37260;43820;53600;7,8;9,6;0,374;82,3;73,1;4,2;5,0;14,2;3,5;0;1
10660;751197523;63,1;19,4;15140;27350;38540;0,86;8090;13430;17820;22850;31270;35200;42440;53610;6,6;7,8;0,350;82,4;71,4;3,4;7,6;13,2;4,4;0;1
10661;751197524;72,2;16,1;18080;31260;47190;0,93;7850;15580;20470;26230;38000;44480;52270;69020;8,8;10,0;0,382;75,5;66,2;3,7;5,6;17,6;6,9;0;1
10662;751197525;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
10663;751197601;70,3;17,2;17990;29890;44250;0,88;8490;15020;20120;25520;34500;40270;48580;61860;7,3;9,6;0,389;76,3;65,8;5,4;5,1;16,3;7,4;0;1
10664;751197602;69,9;17,9;17790;30790;46130;0,92;7870;14660;21270;25760;35650;42760;51220;68280;8,7;11,4;0,411;75,5;64,9;3,9;6,7;16,7;7,8;0;1
10665;751197603;72,2;14,7;19670;32270;48640;0,90;9740;17020;22030;27010;37970;45140;53830;70060;7,2;10,3;0,407;76,4;67,4;3,6;5,4;17,7;5,9;0;1
10666;751197604;70,9;19,0;17450;31630;49060;1,00;7160;13980;20750;26200;37720;44730;53320;72610;10,1;12,0;0,400;79,2;66,5;5,1;7,6;14,8;6,0;0;1
10667;751197605;54,4;34,2;9750;19880;34260;1,23;4190;8360;11680;15650;25450;31250;38250;51120;12,2;15,4;0,444;78,8;67,3;5,8;5,7;14,9;6,3;0;1
10668;751197606;53,8;32,7;10760;19730;31420;1,05;4940;9060;12080;15830;22770;28010;35330;47640;9,6;11,7;0,414;69,8;62,5;3,9;3,4;25,5;4,7;0;1
10669;751197607;75,1;12,6;22950;35290;51320;0,80;11200;19290;25900;30830;41670;48710;56090;74400;6,6;7,6;0,353;78,6;69,7;3,2;5,7;15,4;6,0;0;1
10670;751197608;64,3;27,6;12730;24330;39820;1,11;5670;10960;14330;18430;29040;36410;43830;59100;10,4;12,3;0,430;75,2;64,2;4,6;6,4;18,8;6,0;0;1
10671;751197609;70,8;18,3;17580;29050;43610;0,90;7470;14420;20190;24780;34440;39900;49250;63880;8,6;11,6;0,412;78,1;67,2;4,6;6,3;14,9;7,0;0;1
10672;751197610;37,7;43,6;8630;14510;24050;1,06;3660;7550;9710;12480;17820;21460;27100;34890;9,5;12,1;0,438;71,8;59,0;6,6;6,2;25,8;2,4;0;1
10673;751197611;66,3;18,8;17120;29440;44050;0,91;7710;14120;20140;24880;35280;40310;48980;63900;8,3;10,7;0,397;74,3;62,9;3,0;8,4;20,5;5,2;0;1
10674;751197612;69,0;17,4;17690;33340;54140;1,09;7770;15010;20380;26370;39980;49200;59770;82900;10,7;13,5;0,438;70,4;58,2;2,8;9,4;19,5;10,1;0;1
10675;751197613;68,7;20,4;16630;28940;42580;0,90;6530;12770;19280;24560;33790;39930;47170;60240;9,2;14,1;0,437;72,3;62,4;4,6;5,3;14,2;13,5;0;1
10676;751197614;62,0;23,4;13680;25430;45170;1,24;6380;10940;15790;20330;31980;39820;51230;68850;10,8;15,9;0,470;73,1;62,6;3,3;7,2;17,7;9,2;0;1
10677;751197615;69,6;21,1;15280;30280;47730;1,07;6970;12180;18530;25080;35980;42840;53390;70040;10,1;13,4;0,427;78,8;67,7;4,1;7,0;13,6;7,6;0;1
10678;751197616;54,2;35,0;8990;17670;33000;1,36;4110;7370;11110;14740;22260;28650;39530;53840;13,1;17,6;0,476;68,2;58,2;3,9;6,1;22,3;9,5;0;1
10679;751197617;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;1
